trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory,workspace,day
1,1/12/2026 5:32.13.161,90,online_fb,0,90.1384,580,1141,2161,too_slow,"""\""[{\\\""x\\\"":0.4966,\\\""y\\\"":0.4428,\\\""t\\\"":17},{\\\""x\\\"":0.497,\\\""y\\\"":0.4194,\\\""t\\\"":50},{\\\""x\\\"":0.497,\\\""y\\\"":0.4106,\\\""t\\\"":101},{\\\""x\\\"":0.497,\\\""y\\\"":0.3993,\\\""t\\\"":133},{\\\""x\\\"":0.4957,\\\""y\\\"":0.3687,\\\""t\\\"":167},{\\\""x\\\"":0.4949,\\\""y\\\"":0.3396,\\\""t\\\"":217},{\\\""x\\\"":0.4949,\\\""y\\\"":0.3348,\\\""t\\\"":250},{\\\""x\\\"":0.4966,\\\""y\\\"":0.2905,\\\""t\\\"":300},{\\\""x\\\"":0.4979,\\\""y\\\"":0.272,\\\""t\\\"":334},{\\\""x\\\"":0.4983,\\\""y\\\"":0.2631,\\\""t\\\"":367},{\\\""x\\\"":0.4987,\\\""y\\\"":0.255,\\\""t\\\"":417},{\\\""x\\\"":0.4987,\\\""y\\\"":0.251,\\\""t\\\"":433},{\\\""x\\\"":0.4991,\\\""y\\\"":0.2421,\\\""t\\\"":467},{\\\""x\\\"":0.5004,\\\""y\\\"":0.226,\\\""t\\\"":517},{\\\""x\\\"":0.5004,\\\""y\\\"":0.2236,\\\""t\\\"":550},{\\\""x\\\"":0.4983,\\\""y\\\"":0.2147,\\\""t\\\"":600},{\\\""x\\\"":0.4919,\\\""y\\\"":0.2035,\\\""t\\\"":634},{\\\""x\\\"":0.4923,\\\""y\\\"":0.2002,\\\""t\\\"":980},{\\\""x\\\"":0.4987,\\\""y\\\"":0.1704,\\\""t\\\"":1032},{\\\""x\\\"":0.4991,\\\""y\\\"":0.168,\\\""t\\\"":1066}]\""""",1,1
2,1/12/2026 5:32.15.688,90,online_fb,0,97.3027,612,69,1133,good_reach,"""\""[{\\\""x\\\"":0.4971,\\\""y\\\"":0.465,\\\""t\\\"":1},{\\\""x\\\"":0.492,\\\""y\\\"":0.4158,\\\""t\\\"":19},{\\\""x\\\"":0.492,\\\""y\\\"":0.4158,\\\""t\\\"":19},{\\\""x\\\"":0.489,\\\""y\\\"":0.3852,\\\""t\\\"":19},{\\\""x\\\"":0.483,\\\""y\\\"":0.3127,\\\""t\\\"":36},{\\\""x\\\"":0.4787,\\\""y\\\"":0.2369,\\\""t\\\"":52}]\""""",1,1
3,1/12/2026 5:32.19.473,90,online_fb,0,88.9895,467,413,2194,good_reach,"""\""[{\\\""x\\\"":0.4887,\\\""y\\\"":0.4688,\\\""t\\\"":0},{\\\""x\\\"":0.4887,\\\""y\\\"":0.4462,\\\""t\\\"":12},{\\\""x\\\"":0.4883,\\\""y\\\"":0.4172,\\\""t\\\"":13},{\\\""x\\\"":0.4883,\\\""y\\\"":0.36,\\\""t\\\"":29},{\\\""x\\\"":0.4883,\\\""y\\\"":0.3092,\\\""t\\\"":46},{\\\""x\\\"":0.4887,\\\""y\\\"":0.2472,\\\""t\\\"":79},{\\\""x\\\"":0.4887,\\\""y\\\"":0.2391,\\\""t\\\"":96},{\\\""x\\\"":0.4891,\\\""y\\\"":0.2327,\\\""t\\\"":113},{\\\""x\\\"":0.4908,\\\""y\\\"":0.2182,\\\""t\\\"":146},{\\\""x\\\"":0.4913,\\\""y\\\"":0.2133,\\\""t\\\"":162},{\\\""x\\\"":0.4917,\\\""y\\\"":0.2077,\\\""t\\\"":179},{\\\""x\\\"":0.4917,\\\""y\\\"":0.2061,\\\""t\\\"":196},{\\\""x\\\"":0.4921,\\\""y\\\"":0.2037,\\\""t\\\"":279},{\\\""x\\\"":0.493,\\\""y\\\"":0.1988,\\\""t\\\"":296},{\\\""x\\\"":0.493,\\\""y\\\"":0.1988,\\\""t\\\"":296},{\\\""x\\\"":0.4951,\\\""y\\\"":0.19,\\\""t\\\"":312},{\\\""x\\\"":0.4964,\\\""y\\\"":0.1875,\\\""t\\\"":329},{\\\""x\\\"":0.4968,\\\""y\\\"":0.1859,\\\""t\\\"":346},{\\\""x\\\"":0.4981,\\\""y\\\"":0.1795,\\\""t\\\"":379},{\\\""x\\\"":0.5002,\\\""y\\\"":0.1698,\\\""t\\\"":396}]\""""",1,1
4,1/12/2026 5:32.21.804,90,online_fb,0,102.8232,83,421,1113,good_reach,"""\""[{\\\""x\\\"":0.4894,\\\""y\\\"":0.464,\\\""t\\\"":0},{\\\""x\\\"":0.4877,\\\""y\\\"":0.4583,\\\""t\\\"":17},{\\\""x\\\"":0.4877,\\\""y\\\"":0.4535,\\\""t\\\"":34},{\\\""x\\\"":0.4872,\\\""y\\\"":0.4414,\\\""t\\\"":50},{\\\""x\\\"":0.4885,\\\""y\\\"":0.4309,\\\""t\\\"":67},{\\\""x\\\"":0.4902,\\\""y\\\"":0.4213,\\\""t\\\"":83},{\\\""x\\\"":0.4924,\\\""y\\\"":0.4132,\\\""t\\\"":100},{\\\""x\\\"":0.4932,\\\""y\\\"":0.4092,\\\""t\\\"":117},{\\\""x\\\"":0.4932,\\\""y\\\"":0.3914,\\\""t\\\"":404},{\\\""x\\\"":0.4932,\\\""y\\\"":0.3914,\\\""t\\\"":405}]\""""",1,1
5,1/12/2026 5:32.25.50,90,online_fb,0,85.7221,383,234,1913,good_reach,"""\""[{\\\""x\\\"":0.4961,\\\""y\\\"":0.46,\\\""t\\\"":1},{\\\""x\\\"":0.5008,\\\""y\\\"":0.414,\\\""t\\\"":17},{\\\""x\\\"":0.5038,\\\""y\\\"":0.3601,\\\""t\\\"":34},{\\\""x\\\"":0.5081,\\\""y\\\"":0.3045,\\\""t\\\"":51},{\\\""x\\\"":0.5081,\\\""y\\\"":0.3045,\\\""t\\\"":51},{\\\""x\\\"":0.5089,\\\""y\\\"":0.2787,\\\""t\\\"":51},{\\\""x\\\"":0.5115,\\\""y\\\"":0.2384,\\\""t\\\"":67},{\\\""x\\\"":0.5132,\\\""y\\\"":0.211,\\\""t\\\"":84},{\\\""x\\\"":0.5141,\\\""y\\\"":0.19,\\\""t\\\"":100},{\\\""x\\\"":0.5145,\\\""y\\\"":0.1852,\\\""t\\\"":117},{\\\""x\\\"":0.5145,\\\""y\\\"":0.182,\\\""t\\\"":134},{\\\""x\\\"":0.5141,\\\""y\\\"":0.1787,\\\""t\\\"":150},{\\\""x\\\"":0.5132,\\\""y\\\"":0.1755,\\\""t\\\"":167},{\\\""x\\\"":0.5132,\\\""y\\\"":0.1731,\\\""t\\\"":184},{\\\""x\\\"":0.5132,\\\""y\\\"":0.1707,\\\""t\\\"":200},{\\\""x\\\"":0.5132,\\\""y\\\"":0.1683,\\\""t\\\"":217}]\""""",1,1
6,1/12/2026 5:32.28.291,90,online_fb,0,96.3859,375,81,2070,good_reach,"""\""[{\\\""x\\\"":0.5017,\\\""y\\\"":0.4587,\\\""t\\\"":1},{\\\""x\\\"":0.4991,\\\""y\\\"":0.3999,\\\""t\\\"":15},{\\\""x\\\"":0.4923,\\\""y\\\"":0.2967,\\\""t\\\"":32},{\\\""x\\\"":0.4871,\\\""y\\\"":0.2355,\\\""t\\\"":48},{\\\""x\\\"":0.4871,\\\""y\\\"":0.2355,\\\""t\\\"":65},{\\\""x\\\"":0.482,\\\""y\\\"":0.1887,\\\""t\\\"":65}]\""""",1,1
7,1/12/2026 5:32.31.396,90,online_fb,0,89.8787,99,416,1880,good_reach,"""\""[{\\\""x\\\"":0.503,\\\""y\\\"":0.4687,\\\""t\\\"":0},{\\\""x\\\"":0.503,\\\""y\\\"":0.467,\\\""t\\\"":17},{\\\""x\\\"":0.503,\\\""y\\\"":0.4679,\\\""t\\\"":100},{\\\""x\\\"":0.503,\\\""y\\\"":0.4687,\\\""t\\\"":122},{\\\""x\\\"":0.503,\\\""y\\\"":0.4695,\\\""t\\\"":144},{\\\""x\\\"":0.503,\\\""y\\\"":0.4703,\\\""t\\\"":184},{\\\""x\\\"":0.503,\\\""y\\\"":0.4695,\\\""t\\\"":251},{\\\""x\\\"":0.503,\\\""y\\\"":0.467,\\\""t\\\"":267},{\\\""x\\\"":0.503,\\\""y\\\"":0.4574,\\\""t\\\"":283},{\\\""x\\\"":0.5021,\\\""y\\\"":0.4251,\\\""t\\\"":300},{\\\""x\\\"":0.5017,\\\""y\\\"":0.3897,\\\""t\\\"":316},{\\\""x\\\"":0.5008,\\\""y\\\"":0.3478,\\\""t\\\"":333},{\\\""x\\\"":0.4996,\\\""y\\\"":0.3051,\\\""t\\\"":350},{\\\""x\\\"":0.4987,\\\""y\\\"":0.2398,\\\""t\\\"":366},{\\\""x\\\"":0.4991,\\\""y\\\"":0.1995,\\\""t\\\"":383},{\\\""x\\\"":0.4991,\\\""y\\\"":0.1995,\\\""t\\\"":384},{\\\""x\\\"":0.4991,\\\""y\\\"":0.1673,\\\""t\\\"":400}]\""""",1,1
8,1/12/2026 5:32.35.27,90,online_fb,0,89.6141,411,766,1438,too_slow,"""\""[{\\\""x\\\"":0.5089,\\\""y\\\"":0.4715,\\\""t\\\"":0},{\\\""x\\\"":0.5089,\\\""y\\\"":0.3974,\\\""t\\\"":33},{\\\""x\\\"":0.5072,\\\""y\\\"":0.3796,\\\""t\\\"":50},{\\\""x\\\"":0.5055,\\\""y\\\"":0.3571,\\\""t\\\"":83},{\\\""x\\\"":0.5055,\\\""y\\\"":0.349,\\\""t\\\"":117},{\\\""x\\\"":0.5055,\\\""y\\\"":0.3394,\\\""t\\\"":150},{\\\""x\\\"":0.5055,\\\""y\\\"":0.3321,\\\""t\\\"":183},{\\\""x\\\"":0.5046,\\\""y\\\"":0.3257,\\\""t\\\"":217},{\\\""x\\\"":0.5042,\\\""y\\\"":0.3232,\\\""t\\\"":250},{\\\""x\\\"":0.5038,\\\""y\\\"":0.3184,\\\""t\\\"":283},{\\\""x\\\"":0.5038,\\\""y\\\"":0.3136,\\\""t\\\"":300},{\\\""x\\\"":0.5038,\\\""y\\\"":0.2942,\\\""t\\\"":334},{\\\""x\\\"":0.5038,\\\""y\\\"":0.2749,\\\""t\\\"":367},{\\\""x\\\"":0.5046,\\\""y\\\"":0.2346,\\\""t\\\"":400},{\\\""x\\\"":0.5042,\\\""y\\\"":0.1943,\\\""t\\\"":433},{\\\""x\\\"":0.5042,\\\""y\\\"":0.1862,\\\""t\\\"":467},{\\\""x\\\"":0.5042,\\\""y\\\"":0.1854,\\\""t\\\"":533},{\\\""x\\\"":0.5038,\\\""y\\\"":0.183,\\\""t\\\"":688},{\\\""x\\\"":0.5033,\\\""y\\\"":0.1758,\\\""t\\\"":717},{\\\""x\\\"":0.5021,\\\""y\\\"":0.1677,\\\""t\\\"":750}]\""""",1,1
9,1/12/2026 5:32.39.32,90,online_fb,0,89.4432,489,648,1852,too_slow,"""\""[{\\\""x\\\"":0.4932,\\\""y\\\"":0.4688,\\\""t\\\"":0},{\\\""x\\\"":0.4923,\\\""y\\\"":0.4027,\\\""t\\\"":31},{\\\""x\\\"":0.4915,\\\""y\\\"":0.3729,\\\""t\\\"":48},{\\\""x\\\"":0.4915,\\\""y\\\"":0.3471,\\\""t\\\"":64},{\\\""x\\\"":0.4915,\\\""y\\\"":0.3286,\\\""t\\\"":81},{\\\""x\\\"":0.4923,\\\""y\\\"":0.2859,\\\""t\\\"":114},{\\\""x\\\"":0.4932,\\\""y\\\"":0.269,\\\""t\\\"":131},{\\\""x\\\"":0.4949,\\\""y\\\"":0.2263,\\\""t\\\"":164},{\\\""x\\\"":0.4949,\\\""y\\\"":0.2118,\\\""t\\\"":181},{\\\""x\\\"":0.4966,\\\""y\\\"":0.1892,\\\""t\\\"":214},{\\\""x\\\"":0.4966,\\\""y\\\"":0.1868,\\\""t\\\"":231},{\\\""x\\\"":0.4966,\\\""y\\\"":0.1844,\\\""t\\\"":264},{\\\""x\\\"":0.497,\\\""y\\\"":0.1836,\\\""t\\\"":314},{\\\""x\\\"":0.5,\\\""y\\\"":0.1803,\\\""t\\\"":348},{\\\""x\\\"":0.5,\\\""y\\\"":0.1795,\\\""t\\\"":364},{\\\""x\\\"":0.5013,\\\""y\\\"":0.1795,\\\""t\\\"":404},{\\\""x\\\"":0.5013,\\\""y\\\"":0.1787,\\\""t\\\"":425},{\\\""x\\\"":0.5013,\\\""y\\\"":0.1771,\\\""t\\\"":531},{\\\""x\\\"":0.5013,\\\""y\\\"":0.1763,\\\""t\\\"":557},{\\\""x\\\"":0.5013,\\\""y\\\"":0.1707,\\\""t\\\"":631}]\""""",1,1
10,1/12/2026 5:32.42.119,90,online_fb,0,95.9091,512,250,1623,good_reach,"""\""[{\\\""x\\\"":0.4864,\\\""y\\\"":0.4385,\\\""t\\\"":1},{\\\""x\\\"":0.4847,\\\""y\\\"":0.4031,\\\""t\\\"":17},{\\\""x\\\"":0.4822,\\\""y\\\"":0.3692,\\\""t\\\"":34},{\\\""x\\\"":0.4804,\\\""y\\\"":0.3394,\\\""t\\\"":51},{\\\""x\\\"":0.4804,\\\""y\\\"":0.3257,\\\""t\\\"":68},{\\\""x\\\"":0.4804,\\\""y\\\"":0.3257,\\\""t\\\"":68},{\\\""x\\\"":0.4796,\\\""y\\\"":0.3015,\\\""t\\\"":69},{\\\""x\\\"":0.4796,\\\""y\\\"":0.2838,\\\""t\\\"":84},{\\\""x\\\"":0.4796,\\\""y\\\"":0.2669,\\\""t\\\"":100},{\\\""x\\\"":0.4809,\\\""y\\\"":0.2451,\\\""t\\\"":117},{\\\""x\\\"":0.4817,\\\""y\\\"":0.233,\\\""t\\\"":134},{\\\""x\\\"":0.4822,\\\""y\\\"":0.2226,\\\""t\\\"":151},{\\\""x\\\"":0.483,\\\""y\\\"":0.2073,\\\""t\\\"":167},{\\\""x\\\"":0.483,\\\""y\\\"":0.1976,\\\""t\\\"":184},{\\\""x\\\"":0.4822,\\\""y\\\"":0.1879,\\\""t\\\"":201},{\\\""x\\\"":0.4822,\\\""y\\\"":0.1782,\\\""t\\\"":217},{\\\""x\\\"":0.4817,\\\""y\\\"":0.1702,\\\""t\\\"":234}]\""""",1,1
