trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory,day
11,11/25/2025 8:25.55.950,140,online_fb,40,144.5179,487,53,1927,good_reach,"""\""[{\\\""x\\\"":0.7296,\\\""y\\\"":0.4783,\\\""t\\\"":0},{\\\""x\\\"":0.6721,\\\""y\\\"":0.5204,\\\""t\\\"":20},{\\\""x\\\"":0.584,\\\""y\\\"":0.5285,\\\""t\\\"":37}]\""""",1
12,11/25/2025 8:25.58.52,130,online_fb,40,128.527,411,37,952,good_reach,"""\""[{\\\""x\\\"":0.7337,\\\""y\\\"":0.4784,\\\""t\\\"":0},{\\\""x\\\"":0.6883,\\\""y\\\"":0.4928,\\\""t\\\"":6},{\\\""x\\\"":0.6529,\\\""y\\\"":0.481,\\\""t\\\"":21},{\\\""x\\\"":0.6075,\\\""y\\\"":0.4521,\\\""t\\\"":37}]\""""",1
13,11/25/2025 8:26.1.579,135,online_fb,40,132.1734,87,1847,592,too_slow,"""\""[{\\\""x\\\"":0.7369,\\\""y\\\"":0.4765,\\\""t\\\"":0},{\\\""x\\\"":0.7321,\\\""y\\\"":0.4955,\\\""t\\\"":507},{\\\""x\\\"":0.7348,\\\""y\\\"":0.4912,\\\""t\\\"":527},{\\\""x\\\"":0.7361,\\\""y\\\"":0.489,\\\""t\\\"":606},{\\\""x\\\"":0.7375,\\\""y\\\"":0.4869,\\\""t\\\"":718},{\\\""x\\\"":0.7407,\\\""y\\\"":0.4862,\\\""t\\\"":832},{\\\""x\\\"":0.7444,\\\""y\\\"":0.4868,\\\""t\\\"":865},{\\\""x\\\"":0.7476,\\\""y\\\"":0.4862,\\\""t\\\"":898},{\\\""x\\\"":0.7514,\\\""y\\\"":0.4868,\\\""t\\\"":932},{\\\""x\\\"":0.7525,\\\""y\\\"":0.4894,\\\""t\\\"":1344},{\\\""x\\\"":0.753,\\\""y\\\"":0.493,\\\""t\\\"":1381},{\\\""x\\\"":0.754,\\\""y\\\"":0.4979,\\\""t\\\"":1415},{\\\""x\\\"":0.7552,\\\""y\\\"":0.5005,\\\""t\\\"":1493},{\\\""x\\\"":0.7544,\\\""y\\\"":0.5039,\\\""t\\\"":1647},{\\\""x\\\"":0.7444,\\\""y\\\"":0.5153,\\\""t\\\"":1681},{\\\""x\\\"":0.6995,\\\""y\\\"":0.5163,\\\""t\\\"":1714},{\\\""x\\\"":0.6692,\\\""y\\\"":0.503,\\\""t\\\"":1747},{\\\""x\\\"":0.6298,\\\""y\\\"":0.4822,\\\""t\\\"":1764},{\\\""x\\\"":0.5979,\\\""y\\\"":0.4627,\\\""t\\\"":1797},{\\\""x\\\"":0.575,\\\""y\\\"":0.453,\\\""t\\\"":1830}]\""""",1
14,11/25/2025 8:26.3.539,145,online_fb,40,138.8909,420,46,792,good_reach,"""\""[{\\\""x\\\"":0.712,\\\""y\\\"":0.4559,\\\""t\\\"":0},{\\\""x\\\"":0.648,\\\""y\\\"":0.5074,\\\""t\\\"":13},{\\\""x\\\"":0.5929,\\\""y\\\"":0.4983,\\\""t\\\"":30},{\\\""x\\\"":0.5929,\\\""y\\\"":0.4983,\\\""t\\\"":30}]\""""",1
15,11/25/2025 8:26.5.445,125,online_fb,40,108.8688,430,36,738,good_reach,"""\""[{\\\""x\\\"":0.7524,\\\""y\\\"":0.4483,\\\""t\\\"":0},{\\\""x\\\"":0.7045,\\\""y\\\"":0.4324,\\\""t\\\"":6},{\\\""x\\\"":0.669,\\\""y\\\"":0.3945,\\\""t\\\"":20},{\\\""x\\\"":0.669,\\\""y\\\"":0.3945,\\\""t\\\"":20}]\""""",1
16,11/25/2025 8:26.7.674,55,online_fb,40,54.7226,386,47,867,good_reach,"""\""[{\\\""x\\\"":0.2793,\\\""y\\\"":0.413,\\\""t\\\"":0},{\\\""x\\\"":0.2394,\\\""y\\\"":0.2809,\\\""t\\\"":14},{\\\""x\\\"":0.2367,\\\""y\\\"":0.1891,\\\""t\\\"":31},{\\\""x\\\"":0.2367,\\\""y\\\"":0.1891,\\\""t\\\"":31}]\""""",1
17,11/25/2025 8:26.9.701,40,online_fb,40,28.5526,357,37,930,good_reach,"""\""[{\\\""x\\\"":0.276,\\\""y\\\"":0.4892,\\\""t\\\"":0},{\\\""x\\\"":0.2759,\\\""y\\\"":0.4014,\\\""t\\\"":6},{\\\""x\\\"":0.2957,\\\""y\\\"":0.2871,\\\""t\\\"":21}]\""""",1
18,11/25/2025 8:26.13.277,50,online_fb,40,41.966,50,2163,134,too_slow,"""\""[{\\\""x\\\"":0.2358,\\\""y\\\"":0.4598,\\\""t\\\"":0},{\\\""x\\\"":0.1638,\\\""y\\\"":0.3587,\\\""t\\\"":83},{\\\""x\\\"":0.1758,\\\""y\\\"":0.3857,\\\""t\\\"":261},{\\\""x\\\"":0.2221,\\\""y\\\"":0.4218,\\\""t\\\"":343},{\\\""x\\\"":0.2278,\\\""y\\\"":0.4215,\\\""t\\\"":411},{\\\""x\\\"":0.2343,\\\""y\\\"":0.4178,\\\""t\\\"":494},{\\\""x\\\"":0.2501,\\\""y\\\"":0.4169,\\\""t\\\"":561},{\\\""x\\\"":0.2697,\\\""y\\\"":0.4296,\\\""t\\\"":643},{\\\""x\\\"":0.2725,\\\""y\\\"":0.436,\\\""t\\\"":743},{\\\""x\\\"":0.2744,\\\""y\\\"":0.4506,\\\""t\\\"":827},{\\\""x\\\"":0.2741,\\\""y\\\"":0.4707,\\\""t\\\"":893},{\\\""x\\\"":0.2743,\\\""y\\\"":0.4791,\\\""t\\\"":977},{\\\""x\\\"":0.2746,\\\""y\\\"":0.4874,\\\""t\\\"":1077},{\\\""x\\\"":0.2656,\\\""y\\\"":0.5038,\\\""t\\\"":1160},{\\\""x\\\"":0.2615,\\\""y\\\"":0.5102,\\\""t\\\"":1289},{\\\""x\\\"":0.2581,\\\""y\\\"":0.5156,\\\""t\\\"":1367},{\\\""x\\\"":0.2551,\\\""y\\\"":0.5115,\\\""t\\\"":1477},{\\\""x\\\"":0.2497,\\\""y\\\"":0.4786,\\\""t\\\"":1921},{\\\""x\\\"":0.2631,\\\""y\\\"":0.2172,\\\""t\\\"":1978},{\\\""x\\\"":0.2748,\\\""y\\\"":0.1704,\\\""t\\\"":2062}]\""""",1
19,11/25/2025 8:26.15.4,45,online_fb,40,27.2972,434,42,548,good_reach,"""\""[{\\\""x\\\"":0.3152,\\\""y\\\"":0.4176,\\\""t\\\"":0},{\\\""x\\\"":0.2809,\\\""y\\\"":0.3109,\\\""t\\\"":8},{\\\""x\\\"":0.3088,\\\""y\\\"":0.1991,\\\""t\\\"":25}]\""""",1
20,11/25/2025 8:26.16.845,35,online_fb,40,14.8801,374,37,729,good_reach,"""\""[{\\\""x\\\"":0.2649,\\\""y\\\"":0.4792,\\\""t\\\"":0},{\\\""x\\\"":0.2769,\\\""y\\\"":0.3997,\\\""t\\\"":5},{\\\""x\\\"":0.3237,\\\""y\\\"":0.2756,\\\""t\\\"":20}]\""""",1
21,11/25/2025 8:26.23.27,130,no_fb,0,123.9063,417,43,1121,good_reach,"""\""[{\\\""x\\\"":0.7296,\\\""y\\\"":0.4264,\\\""t\\\"":0},{\\\""x\\\"":0.7091,\\\""y\\\"":0.3729,\\\""t\\\"":10},{\\\""x\\\"":0.6611,\\\""y\\\"":0.249,\\\""t\\\"":27}]\""""",1
22,11/25/2025 8:26.25.169,135,no_fb,0,130.3745,434,53,954,good_reach,"""\""[{\\\""x\\\"":0.7357,\\\""y\\\"":0.4811,\\\""t\\\"":0},{\\\""x\\\"":0.7232,\\\""y\\\"":0.4576,\\\""t\\\"":6},{\\\""x\\\"":0.7063,\\\""y\\\"":0.4259,\\\""t\\\"":20},{\\\""x\\\"":0.685,\\\""y\\\"":0.379,\\\""t\\\"":20},{\\\""x\\\"":0.6477,\\\""y\\\"":0.2887,\\\""t\\\"":36}]\""""",1
23,11/25/2025 8:26.27.433,145,no_fb,0,144.6974,399,54,887,good_reach,"""\""[{\\\""x\\\"":0.7278,\\\""y\\\"":0.4883,\\\""t\\\"":0},{\\\""x\\\"":0.7047,\\\""y\\\"":0.4582,\\\""t\\\"":6},{\\\""x\\\"":0.6629,\\\""y\\\"":0.3963,\\\""t\\\"":20},{\\\""x\\\"":0.6193,\\\""y\\\"":0.3294,\\\""t\\\"":37}]\""""",1
24,11/25/2025 8:26.29.390,125,no_fb,0,112.0604,430,54,772,good_reach,"""\""[{\\\""x\\\"":0.75,\\\""y\\\"":0.4667,\\\""t\\\"":0},{\\\""x\\\"":0.734,\\\""y\\\"":0.4232,\\\""t\\\"":7},{\\\""x\\\"":0.7082,\\\""y\\\"":0.3245,\\\""t\\\"":20},{\\\""x\\\"":0.6869,\\\""y\\\"":0.2291,\\\""t\\\"":37}]\""""",1
25,11/25/2025 8:26.31.820,140,no_fb,0,140.6704,66,1034,134,too_slow,"""\""[{\\\""x\\\"":0.7242,\\\""y\\\"":0.4816,\\\""t\\\"":1},{\\\""x\\\"":0.6656,\\\""y\\\"":0.3344,\\\""t\\\"":50},{\\\""x\\\"":0.662,\\\""y\\\"":0.3277,\\\""t\\\"":84},{\\\""x\\\"":0.6833,\\\""y\\\"":0.3662,\\\""t\\\"":201},{\\\""x\\\"":0.6984,\\\""y\\\"":0.3946,\\\""t\\\"":234},{\\\""x\\\"":0.7038,\\\""y\\\"":0.408,\\\""t\\\"":284},{\\\""x\\\"":0.7047,\\\""y\\\"":0.4097,\\\""t\\\"":373},{\\\""x\\\"":0.7047,\\\""y\\\"":0.4147,\\\""t\\\"":467},{\\\""x\\\"":0.7144,\\\""y\\\"":0.4582,\\\""t\\\"":518},{\\\""x\\\"":0.7189,\\\""y\\\"":0.4749,\\\""t\\\"":550},{\\\""x\\\"":0.7216,\\\""y\\\"":0.4816,\\\""t\\\"":600},{\\\""x\\\"":0.7216,\\\""y\\\"":0.4849,\\\""t\\\"":649},{\\\""x\\\"":0.7242,\\\""y\\\"":0.4883,\\\""t\\\"":686},{\\\""x\\\"":0.726,\\\""y\\\"":0.495,\\\""t\\\"":734},{\\\""x\\\"":0.7296,\\\""y\\\"":0.5,\\\""t\\\"":770},{\\\""x\\\"":0.7322,\\\""y\\\"":0.5017,\\\""t\\\"":817},{\\\""x\\\"":0.7224,\\\""y\\\"":0.4799,\\\""t\\\"":884},{\\\""x\\\"":0.6496,\\\""y\\\"":0.3411,\\\""t\\\"":933},{\\\""x\\\"":0.6211,\\\""y\\\"":0.2942,\\\""t\\\"":967},{\\\""x\\\"":0.6149,\\\""y\\\"":0.2925,\\\""t\\\"":1017}]\""""",1
26,11/25/2025 8:26.33.740,50,no_fb,0,26.7902,370,37,813,good_reach,"""\""[{\\\""x\\\"":0.265,\\\""y\\\"":0.4822,\\\""t\\\"":0},{\\\""x\\\"":0.3076,\\\""y\\\"":0.432,\\\""t\\\"":5},{\\\""x\\\"":0.3885,\\\""y\\\"":0.3567,\\\""t\\\"":19},{\\\""x\\\"":0.3885,\\\""y\\\"":0.3567,\\\""t\\\"":19}]\""""",1
27,11/25/2025 8:26.35.611,45,no_fb,0,33.6315,409,20,740,good_reach,"""\""[{\\\""x\\\"":0.2748,\\\""y\\\"":0.4543,\\\""t\\\"":0},{\\\""x\\\"":0.3121,\\\""y\\\"":0.4091,\\\""t\\\"":4}]\""""",1
28,11/25/2025 8:26.37.453,55,no_fb,0,37.2789,326,37,778,good_reach,"""\""[{\\\""x\\\"":0.2668,\\\""y\\\"":0.4664,\\\""t\\\"":0},{\\\""x\\\"":0.3059,\\\""y\\\"":0.4045,\\\""t\\\"":7},{\\\""x\\\"":0.3797,\\\""y\\\"":0.3074,\\\""t\\\"":21}]\""""",1
29,11/25/2025 8:26.39.304,35,no_fb,0,15.2159,363,37,750,good_reach,"""\""[{\\\""x\\\"":0.2716,\\\""y\\\"":0.4858,\\\""t\\\"":0},{\\\""x\\\"":0.3107,\\\""y\\\"":0.459,\\\""t\\\"":5},{\\\""x\\\"":0.4049,\\\""y\\\"":0.4071,\\\""t\\\"":20}]\""""",1
30,11/25/2025 8:26.40.998,40,no_fb,0,23.8247,407,37,550,good_reach,"""\""[{\\\""x\\\"":0.275,\\\""y\\\"":0.4686,\\\""t\\\"":0},{\\\""x\\\"":0.3052,\\\""y\\\"":0.4418,\\\""t\\\"":6},{\\\""x\\\"":0.3897,\\\""y\\\"":0.3682,\\\""t\\\"":20}]\""""",1
31,11/25/2025 8:26.48.48,125,online_fb,0,122.2454,388,22,1648,good_reach,"""\""[{\\\""x\\\"":0.694,\\\""y\\\"":0.3561,\\\""t\\\"":1},{\\\""x\\\"":0.6718,\\\""y\\\"":0.2875,\\\""t\\\"":5}]\""""",1
32,11/25/2025 8:26.49.699,130,online_fb,0,130.1108,382,38,530,good_reach,"""\""[{\\\""x\\\"":0.7285,\\\""y\\\"":0.4627,\\\""t\\\"":1},{\\\""x\\\"":0.7063,\\\""y\\\"":0.4225,\\\""t\\\"":6},{\\\""x\\\"":0.6823,\\\""y\\\"":0.3623,\\\""t\\\"":21}]\""""",1
33,11/25/2025 8:26.51.415,145,online_fb,0,143.2428,430,38,546,good_reach,"""\""[{\\\""x\\\"":0.737,\\\""y\\\"":0.4766,\\\""t\\\"":0},{\\\""x\\\"":0.7112,\\\""y\\\"":0.4381,\\\""t\\\"":4},{\\\""x\\\"":0.6507,\\\""y\\\"":0.3578,\\\""t\\\"":21}]\""""",1
34,11/25/2025 8:26.53.335,140,online_fb,0,140.5634,21,410,788,good_reach,"""\""[{\\\""x\\\"":0.7359,\\\""y\\\"":0.4826,\\\""t\\\"":0},{\\\""x\\\"":0.7323,\\\""y\\\"":0.4792,\\\""t\\\"":17},{\\\""x\\\"":0.7314,\\\""y\\\"":0.4759,\\\""t\\\"":34},{\\\""x\\\"":0.7296,\\\""y\\\"":0.4759,\\\""t\\\"":51},{\\\""x\\\"":0.7127,\\\""y\\\"":0.4508,\\\""t\\\"":372},{\\\""x\\\"":0.6923,\\\""y\\\"":0.4207,\\\""t\\\"":377},{\\\""x\\\"":0.6505,\\\""y\\\"":0.3538,\\\""t\\\"":392}]\""""",1
35,11/25/2025 8:26.55.159,135,online_fb,0,131.2397,362,39,720,good_reach,"""\""[{\\\""x\\\"":0.7072,\\\""y\\\"":0.4281,\\\""t\\\"":0},{\\\""x\\\"":0.6841,\\\""y\\\"":0.383,\\\""t\\\"":6},{\\\""x\\\"":0.6619,\\\""y\\\"":0.3311,\\\""t\\\"":23},{\\\""x\\\"":0.6396,\\\""y\\\"":0.2776,\\\""t\\\"":23}]\""""",1
36,11/25/2025 8:26.56.855,135,online_fb,0,135.1156,400,57,537,good_reach,"""\""[{\\\""x\\\"":0.7073,\\\""y\\\"":0.419,\\\""t\\\"":0},{\\\""x\\\"":0.6868,\\\""y\\\"":0.3855,\\\""t\\\"":7},{\\\""x\\\"":0.6548,\\\""y\\\"":0.3219,\\\""t\\\"":24},{\\\""x\\\"":0.6291,\\\""y\\\"":0.2734,\\\""t\\\"":41}]\""""",1
37,11/25/2025 8:26.59.33,140,online_fb,0,140.9432,339,321,816,good_reach,"""\""[{\\\""x\\\"":0.7321,\\\""y\\\"":0.478,\\\""t\\\"":0},{\\\""x\\\"":0.7126,\\\""y\\\"":0.4495,\\\""t\\\"":5},{\\\""x\\\"":0.7126,\\\""y\\\"":0.4495,\\\""t\\\"":5},{\\\""x\\\"":0.6761,\\\""y\\\"":0.3893,\\\""t\\\"":20},{\\\""x\\\"":0.6504,\\\""y\\\"":0.3425,\\\""t\\\"":38},{\\\""x\\\"":0.637,\\\""y\\\"":0.3224,\\\""t\\\"":54},{\\\""x\\\"":0.629,\\\""y\\\"":0.3123,\\\""t\\\"":71},{\\\""x\\\"":0.6237,\\\""y\\\"":0.309,\\\""t\\\"":87},{\\\""x\\\"":0.6228,\\\""y\\\"":0.3073,\\\""t\\\"":104},{\\\""x\\\"":0.621,\\\""y\\\"":0.304,\\\""t\\\"":120},{\\\""x\\\"":0.6201,\\\""y\\\"":0.304,\\\""t\\\"":137},{\\\""x\\\"":0.6192,\\\""y\\\"":0.304,\\\""t\\\"":193},{\\\""x\\\"":0.6184,\\\""y\\\"":0.304,\\\""t\\\"":285},{\\\""x\\\"":0.6175,\\\""y\\\"":0.3023,\\\""t\\\"":303}]\""""",1
38,11/25/2025 8:27.0.658,145,online_fb,0,143.1774,368,40,515,good_reach,"""\""[{\\\""x\\\"":0.719,\\\""y\\\"":0.4604,\\\""t\\\"":0},{\\\""x\\\"":0.6701,\\\""y\\\"":0.3851,\\\""t\\\"":7},{\\\""x\\\"":0.6221,\\\""y\\\"":0.3132,\\\""t\\\"":24}]\""""",1
39,11/25/2025 8:27.2.529,130,online_fb,0,126.8916,370,37,764,good_reach,"""\""[{\\\""x\\\"":0.7394,\\\""y\\\"":0.4763,\\\""t\\\"":0},{\\\""x\\\"":0.718,\\\""y\\\"":0.4312,\\\""t\\\"":7},{\\\""x\\\"":0.6932,\\\""y\\\"":0.3642,\\\""t\\\"":20}]\""""",1
40,11/25/2025 8:27.4.416,125,online_fb,0,128.7473,354,47,782,good_reach,"""\""[{\\\""x\\\"":0.7286,\\\""y\\\"":0.4498,\\\""t\\\"":0},{\\\""x\\\"":0.6851,\\\""y\\\"":0.3511,\\\""t\\\"":14},{\\\""x\\\"":0.6646,\\\""y\\\"":0.2992,\\\""t\\\"":31},{\\\""x\\\"":0.6486,\\\""y\\\"":0.2658,\\\""t\\\"":31}]\""""",1
41,11/25/2025 8:27.7.549,130,online_fb,0,130.5563,420,956,754,too_slow,"""\""[{\\\""x\\\"":0.7275,\\\""y\\\"":0.4644,\\\""t\\\"":0},{\\\""x\\\"":0.7133,\\\""y\\\"":0.4343,\\\""t\\\"":13},{\\\""x\\\"":0.6786,\\\""y\\\"":0.3456,\\\""t\\\"":30},{\\\""x\\\"":0.6626,\\\""y\\\"":0.3038,\\\""t\\\"":46},{\\\""x\\\"":0.6528,\\\""y\\\"":0.277,\\\""t\\\"":63},{\\\""x\\\"":0.6457,\\\""y\\\"":0.2603,\\\""t\\\"":80},{\\\""x\\\"":0.6422,\\\""y\\\"":0.257,\\\""t\\\"":96},{\\\""x\\\"":0.6422,\\\""y\\\"":0.2536,\\\""t\\\"":113},{\\\""x\\\"":0.6413,\\\""y\\\"":0.2536,\\\""t\\\"":130},{\\\""x\\\"":0.6404,\\\""y\\\"":0.2503,\\\""t\\\"":147},{\\\""x\\\"":0.6386,\\\""y\\\"":0.2486,\\\""t\\\"":919},{\\\""x\\\"":0.6368,\\\""y\\\"":0.2486,\\\""t\\\"":927},{\\\""x\\\"":0.6351,\\\""y\\\"":0.2469,\\\""t\\\"":940}]\""""",1
42,11/25/2025 8:27.9.338,135,online_fb,0,131.3675,414,54,621,good_reach,"""\""[{\\\""x\\\"":0.7432,\\\""y\\\"":0.4708,\\\""t\\\"":0},{\\\""x\\\"":0.7299,\\\""y\\\"":0.449,\\\""t\\\"":4},{\\\""x\\\"":0.6934,\\\""y\\\"":0.3721,\\\""t\\\"":20},{\\\""x\\\"":0.657,\\\""y\\\"":0.2968,\\\""t\\\"":36},{\\\""x\\\"":0.641,\\\""y\\\"":0.2633,\\\""t\\\"":54}]\""""",1
