trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory,workspace,day
1,1/27/2026 20:48.18.489,40,online_fb,0,40.351,616,633,1522,too_slow,"""\""[{\\\""x\\\"":0.5122,\\\""y\\\"":0.4637,\\\""t\\\"":17},{\\\""x\\\"":0.5286,\\\""y\\\"":0.442,\\\""t\\\"":49},{\\\""x\\\"":0.5431,\\\""y\\\"":0.4202,\\\""t\\\"":83},{\\\""x\\\"":0.5554,\\\""y\\\"":0.4088,\\\""t\\\"":116},{\\\""x\\\"":0.5612,\\\""y\\\"":0.4015,\\\""t\\\"":149},{\\\""x\\\"":0.5647,\\\""y\\\"":0.3953,\\\""t\\\"":166},{\\\""x\\\"":0.5694,\\\""y\\\"":0.387,\\\""t\\\"":199},{\\\""x\\\"":0.5735,\\\""y\\\"":0.3777,\\\""t\\\"":232},{\\\""x\\\"":0.5793,\\\""y\\\"":0.3715,\\\""t\\\"":266},{\\\""x\\\"":0.584,\\\""y\\\"":0.3642,\\\""t\\\"":300},{\\\""x\\\"":0.5892,\\\""y\\\"":0.3549,\\\""t\\\"":333},{\\\""x\\\"":0.595,\\\""y\\\"":0.3445,\\\""t\\\"":366},{\\\""x\\\"":0.5997,\\\""y\\\"":0.3383,\\\""t\\\"":399},{\\\""x\\\"":0.6067,\\\""y\\\"":0.329,\\\""t\\\"":433},{\\\""x\\\"":0.6154,\\\""y\\\"":0.3155,\\\""t\\\"":466},{\\\""x\\\"":0.6184,\\\""y\\\"":0.3114,\\\""t\\\"":482},{\\\""x\\\"":0.6259,\\\""y\\\"":0.302,\\\""t\\\"":516},{\\\""x\\\"":0.6306,\\\""y\\\"":0.2979,\\\""t\\\"":549},{\\\""x\\\"":0.6358,\\\""y\\\"":0.2927,\\\""t\\\"":582},{\\\""x\\\"":0.6411,\\\""y\\\"":0.2865,\\\""t\\\"":616}]\""""",1,1
2,1/27/2026 20:48.21.404,80,online_fb,0,90.4227,532,50,1629,good_reach,"""\""[{\\\""x\\\"":0.4951,\\\""y\\\"":0.4391,\\\""t\\\"":0},{\\\""x\\\"":0.4951,\\\""y\\\"":0.4391,\\\""t\\\"":1},{\\\""x\\\"":0.4945,\\\""y\\\"":0.4205,\\\""t\\\"":1},{\\\""x\\\"":0.4945,\\\""y\\\"":0.3541,\\\""t\\\"":17},{\\\""x\\\"":0.4945,\\\""y\\\"":0.2909,\\\""t\\\"":33}]\""""",1,1
3,1/27/2026 20:48.25.227,120,online_fb,0,127.1619,508,68,2534,good_reach,"""\""[{\\\""x\\\"":0.4825,\\\""y\\\"":0.4681,\\\""t\\\"":0},{\\\""x\\\"":0.4475,\\\""y\\\"":0.3914,\\\""t\\\"":17},{\\\""x\\\"":0.4254,\\\""y\\\"":0.3364,\\\""t\\\"":34},{\\\""x\\\"":0.4067,\\\""y\\\"":0.2888,\\\""t\\\"":50},{\\\""x\\\"":0.4067,\\\""y\\\"":0.2888,\\\""t\\\"":51}]\""""",1,1
4,1/27/2026 20:48.29.151,40,online_fb,0,43.8391,481,50,2687,good_reach,"""\""[{\\\""x\\\"":0.5367,\\\""y\\\"":0.4448,\\\""t\\\"":0},{\\\""x\\\"":0.5635,\\\""y\\\"":0.3971,\\\""t\\\"":17},{\\\""x\\\"":0.6078,\\\""y\\\"":0.3214,\\\""t\\\"":33},{\\\""x\\\"":0.6294,\\\""y\\\"":0.2758,\\\""t\\\"":50},{\\\""x\\\"":0.6294,\\\""y\\\"":0.2758,\\\""t\\\"":50}]\""""",1,1
5,1/27/2026 20:48.32.291,80,online_fb,0,85.6726,486,34,1918,good_reach,"""\""[{\\\""x\\\"":0.5026,\\\""y\\\"":0.3889,\\\""t\\\"":1},{\\\""x\\\"":0.5031,\\\""y\\\"":0.333,\\\""t\\\"":16},{\\\""x\\\"":0.5031,\\\""y\\\"":0.333,\\\""t\\\"":17},{\\\""x\\\"":0.5101,\\\""y\\\"":0.1858,\\\""t\\\"":17}]\""""",1,1
6,1/27/2026 20:48.35.468,120,online_fb,0,122.3705,421,64,1101,good_reach,"""\""[{\\\""x\\\"":0.4819,\\\""y\\\"":0.4596,\\\""t\\\"":0},{\\\""x\\\"":0.4738,\\\""y\\\"":0.4357,\\\""t\\\"":15},{\\\""x\\\"":0.4324,\\\""y\\\"":0.3124,\\\""t\\\"":31},{\\\""x\\\"":0.412,\\\""y\\\"":0.2471,\\\""t\\\"":48}]\""""",1,1
7,1/27/2026 20:48.39.237,120,online_fb,0,124.0457,474,807,1486,too_slow,"""\""[{\\\""x\\\"":0.4929,\\\""y\\\"":0.4712,\\\""t\\\"":0},{\\\""x\\\"":0.4794,\\\""y\\\"":0.4287,\\\""t\\\"":6},{\\\""x\\\"":0.4596,\\\""y\\\"":0.3696,\\\""t\\\"":22},{\\\""x\\\"":0.4415,\\\""y\\\"":0.2991,\\\""t\\\"":39},{\\\""x\\\"":0.438,\\\""y\\\"":0.2784,\\\""t\\\"":55},{\\\""x\\\"":0.434,\\\""y\\\"":0.2753,\\\""t\\\"":711},{\\\""x\\\"":0.4264,\\\""y\\\"":0.2649,\\\""t\\\"":724},{\\\""x\\\"":0.4171,\\\""y\\\"":0.2546,\\\""t\\\"":741},{\\\""x\\\"":0.406,\\\""y\\\"":0.2411,\\\""t\\\"":757},{\\\""x\\\"":0.3996,\\\""y\\\"":0.2297,\\\""t\\\"":774},{\\\""x\\\"":0.3967,\\\""y\\\"":0.2255,\\\""t\\\"":790}]\""""",1,1
8,1/27/2026 20:48.41.410,40,online_fb,0,37.5075,498,55,913,good_reach,"""\""[{\\\""x\\\"":0.518,\\\""y\\\"":0.4798,\\\""t\\\"":1},{\\\""x\\\"":0.5436,\\\""y\\\"":0.4414,\\\""t\\\"":6},{\\\""x\\\"":0.5967,\\\""y\\\"":0.371,\\\""t\\\"":22},{\\\""x\\\"":0.5967,\\\""y\\\"":0.371,\\\""t\\\"":23},{\\\""x\\\"":0.6422,\\\""y\\\"":0.3077,\\\""t\\\"":39}]\""""",1,1
9,1/27/2026 20:48.44.334,80,online_fb,0,81.3738,464,23,853,good_reach,"""\""[{\\\""x\\\"":0.5122,\\\""y\\\"":0.3984,\\\""t\\\"":1},{\\\""x\\\"":0.5175,\\\""y\\\"":0.33,\\\""t\\\"":8}]\""""",1,1
10,1/27/2026 20:48.47.2,40,online_fb,0,39.7256,522,34,1406,good_reach,"""\""[{\\\""x\\\"":0.5369,\\\""y\\\"":0.4491,\\\""t\\\"":1},{\\\""x\\\"":0.59,\\\""y\\\"":0.3682,\\\""t\\\"":17},{\\\""x\\\"":0.6145,\\\""y\\\"":0.3278,\\\""t\\\"":33},{\\\""x\\\"":0.6145,\\\""y\\\"":0.3278,\\\""t\\\"":34}]\""""",1,1
