trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory,workspace,day
1,12/30/2025 1:12.38.560,90,online_fb,60,77.1477,339,33,1278,good_reach,"""\""[{\\\""x\\\"":0.1759,\\\""y\\\"":0.348,\\\""t\\\"":17}]\""""",0,2
2,12/30/2025 1:12.40.226,90,online_fb,60,59.7745,340,42,580,good_reach,"""\""[{\\\""x\\\"":0.2625,\\\""y\\\"":0.4764,\\\""t\\\"":0},{\\\""x\\\"":0.227,\\\""y\\\"":0.4065,\\\""t\\\"":9},{\\\""x\\\"":0.1839,\\\""y\\\"":0.2671,\\\""t\\\"":26}]\""""",0,2
3,12/30/2025 1:12.42.215,90,online_fb,-20,68.1239,351,32,897,good_reach,"""\""[{\\\""x\\\"":0.764,\\\""y\\\"":0.4482,\\\""t\\\"":0},{\\\""x\\\"":0.8422,\\\""y\\\"":0.3117,\\\""t\\\"":15}]\""""",2,2
4,12/30/2025 1:12.44.71,90,online_fb,-20,93.9053,344,22,775,good_reach,"""\""[{\\\""x\\\"":0.7443,\\\""y\\\"":0.4534,\\\""t\\\"":0},{\\\""x\\\"":0.7703,\\\""y\\\"":0.362,\\\""t\\\"":5},{\\\""x\\\"":0.7873,\\\""y\\\"":0.2673,\\\""t\\\"":22}]\""""",2,2
5,12/30/2025 1:12.48.941,90,no_fb,60,77.67,335,31,1126,good_reach,"""\""[{\\\""x\\\"":0.2578,\\\""y\\\"":0.4463,\\\""t\\\"":0},{\\\""x\\\"":0.2782,\\\""y\\\"":0.2481,\\\""t\\\"":14}]\""""",0,2
6,12/30/2025 1:12.50.597,90,no_fb,60,68.5204,336,13,599,good_reach,"""\""[{\\\""x\\\"":0.2599,\\\""y\\\"":0.4292,\\\""t\\\"":0}]\""""",0,2
7,12/30/2025 1:12.52.90,90,no_fb,60,72.1828,300,17,459,good_reach,"""\""[{\\\""x\\\"":0.2547,\\\""y\\\"":0.4088,\\\""t\\\"":0}]\""""",0,2
8,12/30/2025 1:12.53.792,90,no_fb,60,66.7151,299,31,668,good_reach,"""\""[{\\\""x\\\"":0.2709,\\\""y\\\"":0.451,\\\""t\\\"":0},{\\\""x\\\"":0.3079,\\\""y\\\"":0.2528,\\\""t\\\"":15}]\""""",0,2
9,12/30/2025 1:12.55.349,90,no_fb,60,67.5502,256,33,558,good_reach,"""\""[{\\\""x\\\"":0.2601,\\\""y\\\"":0.4449,\\\""t\\\"":0},{\\\""x\\\"":0.3087,\\\""y\\\"":0.2226,\\\""t\\\"":17}]\""""",0,2
10,12/30/2025 1:12.57.12,90,no_fb,60,70.5646,306,18,633,good_reach,"""\""[{\\\""x\\\"":0.2678,\\\""y\\\"":0.4398,\\\""t\\\"":0},{\\\""x\\\"":0.2678,\\\""y\\\"":0.4398,\\\""t\\\"":0}]\""""",0,2
11,12/30/2025 1:12.58.573,90,no_fb,60,67.2463,274,33,537,good_reach,"""\""[{\\\""x\\\"":0.263,\\\""y\\\"":0.4522,\\\""t\\\"":0},{\\\""x\\\"":0.2805,\\\""y\\\"":0.3707,\\\""t\\\"":16},{\\\""x\\\"":0.299,\\\""y\\\"":0.2874,\\\""t\\\"":17}]\""""",0,2
12,12/30/2025 1:13.0.365,90,no_fb,60,100.4885,325,41,717,good_reach,"""\""[{\\\""x\\\"":0.2468,\\\""y\\\"":0.4447,\\\""t\\\"":0},{\\\""x\\\"":0.2429,\\\""y\\\"":0.3725,\\\""t\\\"":8},{\\\""x\\\"":0.2313,\\\""y\\\"":0.2447,\\\""t\\\"":24},{\\\""x\\\"":0.2313,\\\""y\\\"":0.2447,\\\""t\\\"":24}]\""""",0,2
13,12/30/2025 1:13.2.114,90,no_fb,60,75.5427,289,28,724,good_reach,"""\""[{\\\""x\\\"":0.2593,\\\""y\\\"":0.4363,\\\""t\\\"":0},{\\\""x\\\"":0.269,\\\""y\\\"":0.3511,\\\""t\\\"":11},{\\\""x\\\"":0.2914,\\\""y\\\"":0.1825,\\\""t\\\"":28}]\""""",0,2
14,12/30/2025 1:13.3.728,90,no_fb,60,70.9654,368,32,509,good_reach,"""\""[{\\\""x\\\"":0.2511,\\\""y\\\"":0.4564,\\\""t\\\"":0},{\\\""x\\\"":0.2667,\\\""y\\\"":0.3749,\\\""t\\\"":15},{\\\""x\\\"":0.2822,\\\""y\\\"":0.2786,\\\""t\\\"":15}]\""""",0,2
15,12/30/2025 1:13.5.901,90,no_fb,60,100.6996,17,816,133,too_slow,"""\""[{\\\""x\\\"":0.2267,\\\""y\\\"":0.4704,\\\""t\\\"":0},{\\\""x\\\"":0.2179,\\\""y\\\"":0.463,\\\""t\\\"":16},{\\\""x\\\"":0.1955,\\\""y\\\"":0.4333,\\\""t\\\"":50},{\\\""x\\\"":0.1878,\\\""y\\\"":0.4259,\\\""t\\\"":66},{\\\""x\\\"":0.181,\\\""y\\\"":0.4185,\\\""t\\\"":83},{\\\""x\\\"":0.1751,\\\""y\\\"":0.4111,\\\""t\\\"":116},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4074,\\\""t\\\"":133},{\\\""x\\\"":0.1712,\\\""y\\\"":0.4055,\\\""t\\\"":166},{\\\""x\\\"":0.1693,\\\""y\\\"":0.4037,\\\""t\\\"":183},{\\\""x\\\"":0.1693,\\\""y\\\"":0.4129,\\\""t\\\"":562},{\\\""x\\\"":0.1712,\\\""y\\\"":0.463,\\\""t\\\"":600},{\\\""x\\\"":0.1712,\\\""y\\\"":0.4722,\\\""t\\\"":616},{\\\""x\\\"":0.1722,\\\""y\\\"":0.4741,\\\""t\\\"":633},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4759,\\\""t\\\"":679},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4741,\\\""t\\\"":685},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4592,\\\""t\\\"":716},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4426,\\\""t\\\"":733},{\\\""x\\\"":0.1732,\\\""y\\\"":0.4278,\\\""t\\\"":750},{\\\""x\\\"":0.1712,\\\""y\\\"":0.3407,\\\""t\\\"":783},{\\\""x\\\"":0.1741,\\\""y\\\"":0.2499,\\\""t\\\"":800}]\""""",0,2
16,12/30/2025 1:13.7.434,90,no_fb,60,79.3329,205,28,589,good_reach,"""\""[{\\\""x\\\"":0.246,\\\""y\\\"":0.4269,\\\""t\\\"":0},{\\\""x\\\"":0.2547,\\\""y\\\"":0.3102,\\\""t\\\"":11},{\\\""x\\\"":0.2664,\\\""y\\\"":0.1805,\\\""t\\\"":28}]\""""",0,2
17,12/30/2025 1:13.9.234,90,no_fb,60,65.8264,237,9,671,good_reach,"""\""[{\\\""x\\\"":0.2821,\\\""y\\\"":0.3796,\\\""t\\\"":0}]\""""",0,2
18,12/30/2025 1:13.10.768,90,no_fb,60,74.0782,32,450,135,good_reach,"""\""[{\\\""x\\\"":0.2296,\\\""y\\\"":0.4852,\\\""t\\\"":0},{\\\""x\\\"":0.2189,\\\""y\\\"":0.4741,\\\""t\\\"":17},{\\\""x\\\"":0.2072,\\\""y\\\"":0.4574,\\\""t\\\"":33},{\\\""x\\\"":0.2014,\\\""y\\\"":0.4481,\\\""t\\\"":50},{\\\""x\\\"":0.1936,\\\""y\\\"":0.4389,\\\""t\\\"":67},{\\\""x\\\"":0.1858,\\\""y\\\"":0.4278,\\\""t\\\"":83},{\\\""x\\\"":0.1819,\\\""y\\\"":0.4241,\\\""t\\\"":100},{\\\""x\\\"":0.18,\\\""y\\\"":0.4222,\\\""t\\\"":117},{\\\""x\\\"":0.179,\\\""y\\\"":0.4203,\\\""t\\\"":133},{\\\""x\\\"":0.178,\\\""y\\\"":0.4185,\\\""t\\\"":151},{\\\""x\\\"":0.2374,\\\""y\\\"":0.2147,\\\""t\\\"":434}]\""""",0,2
19,12/30/2025 1:13.12.479,90,no_fb,60,44.9909,283,17,705,good_reach,"""\""[{\\\""x\\\"":0.2858,\\\""y\\\"":0.4523,\\\""t\\\"":0},{\\\""x\\\"":0.3315,\\\""y\\\"":0.3671,\\\""t\\\"":0}]\""""",0,2
20,12/30/2025 1:13.14.258,90,no_fb,60,42.1694,66,250,601,good_reach,"""\""[{\\\""x\\\"":0.2665,\\\""y\\\"":0.5074,\\\""t\\\"":0},{\\\""x\\\"":0.2977,\\\""y\\\"":0.4166,\\\""t\\\"":223},{\\\""x\\\"":0.355,\\\""y\\\"":0.2666,\\\""t\\\"":234},{\\\""x\\\"":0.355,\\\""y\\\"":0.2666,\\\""t\\\"":234}]\""""",0,2
21,12/30/2025 1:13.15.912,90,no_fb,60,60.2025,177,25,746,good_reach,"""\""[{\\\""x\\\"":0.2651,\\\""y\\\"":0.4286,\\\""t\\\"":0},{\\\""x\\\"":0.304,\\\""y\\\"":0.2804,\\\""t\\\"":8},{\\\""x\\\"":0.304,\\\""y\\\"":0.2804,\\\""t\\\"":8}]\""""",0,2
22,12/30/2025 1:13.17.437,90,no_fb,60,53.2632,222,28,561,good_reach,"""\""[{\\\""x\\\"":0.2734,\\\""y\\\"":0.4492,\\\""t\\\"":0},{\\\""x\\\"":0.3162,\\\""y\\\"":0.3381,\\\""t\\\"":11}]\""""",0,2
23,12/30/2025 1:13.19.11,90,no_fb,60,94.8106,34,466,133,good_reach,"""\""[{\\\""x\\\"":0.2422,\\\""y\\\"":0.4704,\\\""t\\\"":0},{\\\""x\\\"":0.2296,\\\""y\\\"":0.4481,\\\""t\\\"":16},{\\\""x\\\"":0.2228,\\\""y\\\"":0.4333,\\\""t\\\"":33},{\\\""x\\\"":0.216,\\\""y\\\"":0.4222,\\\""t\\\"":49},{\\\""x\\\"":0.2072,\\\""y\\\"":0.4074,\\\""t\\\"":66},{\\\""x\\\"":0.2023,\\\""y\\\"":0.4,\\\""t\\\"":83},{\\\""x\\\"":0.1975,\\\""y\\\"":0.3926,\\\""t\\\"":99},{\\\""x\\\"":0.1955,\\\""y\\\"":0.3889,\\\""t\\\"":116},{\\\""x\\\"":0.1946,\\\""y\\\"":0.3852,\\\""t\\\"":133},{\\\""x\\\"":0.1926,\\\""y\\\"":0.3833,\\\""t\\\"":150},{\\\""x\\\"":0.1926,\\\""y\\\"":0.3814,\\\""t\\\"":166}]\""""",0,2
24,12/30/2025 1:13.20.446,90,no_fb,60,59.739,184,13,531,good_reach,"""\""[{\\\""x\\\"":0.2713,\\\""y\\\"":0.4469,\\\""t\\\"":0},{\\\""x\\\"":0.2713,\\\""y\\\"":0.4469,\\\""t\\\"":1}]\""""",0,2
25,12/30/2025 1:13.22.845,90,no_fb,60,65.0743,179,28,1326,good_reach,"""\""[{\\\""x\\\"":0.2714,\\\""y\\\"":0.4611,\\\""t\\\"":0},{\\\""x\\\"":0.3103,\\\""y\\\"":0.2925,\\\""t\\\"":12}]\""""",0,2
