trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory,workspace,day
1,1/21/2026 6:25.14.611,40,online_fb,60,57.8692,531,67,4834,good_reach,"""\""[{\\\""x\\\"":0.2207,\\\""y\\\"":0.4313,\\\""t\\\"":17},{\\\""x\\\"":0.1994,\\\""y\\\"":0.3656,\\\""t\\\"":34},{\\\""x\\\"":0.1673,\\\""y\\\"":0.264,\\\""t\\\"":51}]\""""",0,2
2,1/21/2026 6:25.19.773,160,online_fb,60,76.1144,899,65,3495,good_reach,"""\""[{\\\""x\\\"":0.2546,\\\""y\\\"":0.4676,\\\""t\\\"":0},{\\\""x\\\"":0.2129,\\\""y\\\"":0.4562,\\\""t\\\"":17},{\\\""x\\\"":0.1716,\\\""y\\\"":0.4034,\\\""t\\\"":33},{\\\""x\\\"":0.1266,\\\""y\\\"":0.3293,\\\""t\\\"":50}]\""""",0,2
3,1/21/2026 6:25.23.754,280,online_fb,60,211.4991,816,99,2363,good_reach,"""\""[{\\\""x\\\"":0.2239,\\\""y\\\"":0.5224,\\\""t\\\"":0},{\\\""x\\\"":0.2489,\\\""y\\\"":0.5674,\\\""t\\\"":17},{\\\""x\\\"":0.2481,\\\""y\\\"":0.6027,\\\""t\\\"":33},{\\\""x\\\"":0.2483,\\\""y\\\"":0.6838,\\\""t\\\"":50},{\\\""x\\\"":0.2515,\\\""y\\\"":0.7665,\\\""t\\\"":67},{\\\""x\\\"":0.2537,\\\""y\\\"":0.8326,\\\""t\\\"":83}]\""""",0,2
4,1/21/2026 6:25.33.215,40,no_fb,60,50.005,699,84,1353,good_reach,"""\""[{\\\""x\\\"":0.2646,\\\""y\\\"":0.4669,\\\""t\\\"":1},{\\\""x\\\"":0.2768,\\\""y\\\"":0.4513,\\\""t\\\"":16},{\\\""x\\\"":0.2962,\\\""y\\\"":0.4221,\\\""t\\\"":33},{\\\""x\\\"":0.3145,\\\""y\\\"":0.3871,\\\""t\\\"":51},{\\\""x\\\"":0.3479,\\\""y\\\"":0.319,\\\""t\\\"":67}]\""""",0,2
5,1/21/2026 6:25.35.862,160,no_fb,60,85.6805,764,132,1049,good_reach,"""\""[{\\\""x\\\"":0.2532,\\\""y\\\"":0.4578,\\\""t\\\"":0},{\\\""x\\\"":0.2544,\\\""y\\\"":0.4383,\\\""t\\\"":17},{\\\""x\\\"":0.2551,\\\""y\\\"":0.4179,\\\""t\\\"":34},{\\\""x\\\"":0.2563,\\\""y\\\"":0.3712,\\\""t\\\"":50},{\\\""x\\\"":0.2587,\\\""y\\\"":0.3332,\\\""t\\\"":68},{\\\""x\\\"":0.2611,\\\""y\\\"":0.2806,\\\""t\\\"":83},{\\\""x\\\"":0.2642,\\\""y\\\"":0.2271,\\\""t\\\"":100},{\\\""x\\\"":0.2648,\\\""y\\\"":0.195,\\\""t\\\"":116}]\""""",0,2
6,1/21/2026 6:25.38.694,280,no_fb,60,244.8349,766,100,1264,good_reach,"""\""[{\\\""x\\\"":0.2311,\\\""y\\\"":0.558,\\\""t\\\"":0},{\\\""x\\\"":0.2183,\\\""y\\\"":0.5959,\\\""t\\\"":17},{\\\""x\\\"":0.2043,\\\""y\\\"":0.6378,\\\""t\\\"":34},{\\\""x\\\"":0.1916,\\\""y\\\"":0.6845,\\\""t\\\"":51},{\\\""x\\\"":0.177,\\\""y\\\"":0.739,\\\""t\\\"":66},{\\\""x\\\"":0.1672,\\\""y\\\"":0.7769,\\\""t\\\"":82}]\""""",0,2
7,1/21/2026 6:25.40.910,280,no_fb,60,255.2229,598,101,814,good_reach,"""\""[{\\\""x\\\"":0.2478,\\\""y\\\"":0.5356,\\\""t\\\"":0},{\\\""x\\\"":0.2448,\\\""y\\\"":0.5492,\\\""t\\\"":17},{\\\""x\\\"":0.2369,\\\""y\\\"":0.5882,\\\""t\\\"":34},{\\\""x\\\"":0.229,\\\""y\\\"":0.6349,\\\""t\\\"":50},{\\\""x\\\"":0.218,\\\""y\\\"":0.6943,\\\""t\\\"":67},{\\\""x\\\"":0.2065,\\\""y\\\"":0.7614,\\\""t\\\"":85}]\""""",0,2
8,1/21/2026 6:25.43.126,40,no_fb,60,347.4774,598,101,814,good_reach,"""\""[{\\\""x\\\"":0.2885,\\\""y\\\"":0.518,\\\""t\\\"":0},{\\\""x\\\"":0.2995,\\\""y\\\"":0.5238,\\\""t\\\"":16},{\\\""x\\\"":0.339,\\\""y\\\"":0.5413,\\\""t\\\"":34},{\\\""x\\\"":0.3743,\\\""y\\\"":0.554,\\\""t\\\"":51},{\\\""x\\\"":0.4126,\\\""y\\\"":0.5647,\\\""t\\\"":66},{\\\""x\\\"":0.4521,\\\""y\\\"":0.5754,\\\""t\\\"":84}]\""""",0,2
9,1/21/2026 6:25.46.39,160,no_fb,60,93.7808,782,100,1328,good_reach,"""\""[{\\\""x\\\"":0.2494,\\\""y\\\"":0.452,\\\""t\\\"":0},{\\\""x\\\"":0.2488,\\\""y\\\"":0.3838,\\\""t\\\"":16},{\\\""x\\\"":0.2476,\\\""y\\\"":0.3254,\\\""t\\\"":34},{\\\""x\\\"":0.2464,\\\""y\\\"":0.2641,\\\""t\\\"":50},{\\\""x\\\"":0.244,\\\""y\\\"":0.2271,\\\""t\\\"":67},{\\\""x\\\"":0.2403,\\\""y\\\"":0.1833,\\\""t\\\"":83}]\""""",0,2
10,1/21/2026 6:25.48.422,160,no_fb,60,84.1145,764,66,849,good_reach,"""\""[{\\\""x\\\"":0.2544,\\\""y\\\"":0.4435,\\\""t\\\"":1},{\\\""x\\\"":0.2568,\\\""y\\\"":0.4007,\\\""t\\\"":17},{\\\""x\\\"":0.2605,\\\""y\\\"":0.3111,\\\""t\\\"":34},{\\\""x\\\"":0.2666,\\\""y\\\"":0.2051,\\\""t\\\"":50}]\""""",0,2
