trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory
302,10/23/2025 6:22.20.441,130,no_fb,0,133.3397,343,49,726,good_reach,"""\""[{\\\""x\\\"":0.7337,\\\""y\\\"":0.4608,\\\""t\\\"":0},{\\\""x\\\"":0.725,\\\""y\\\"":0.4374,\\\""t\\\"":7},{\\\""x\\\"":0.7087,\\\""y\\\"":0.3999,\\\""t\\\"":14},{\\\""x\\\"":0.6968,\\\""y\\\"":0.3746,\\\""t\\\"":21},{\\\""x\\\"":0.6772,\\\""y\\\"":0.335,\\\""t\\\"":28},{\\\""x\\\"":0.6577,\\\""y\\\"":0.2985,\\\""t\\\"":35},{\\\""x\\\"":0.6343,\\\""y\\\"":0.262,\\\""t\\\"":42}]\"""""
303,10/23/2025 6:22.21.712,140,no_fb,0,147.9096,233,62,273,good_reach,"""\""[{\\\""x\\\"":0.7391,\\\""y\\\"":0.4697,\\\""t\\\"":0},{\\\""x\\\"":0.7326,\\\""y\\\"":0.4606,\\\""t\\\"":7},{\\\""x\\\"":0.7223,\\\""y\\\"":0.4474,\\\""t\\\"":14},{\\\""x\\\"":0.7131,\\\""y\\\"":0.4373,\\\""t\\\"":21},{\\\""x\\\"":0.6957,\\\""y\\\"":0.418,\\\""t\\\"":28},{\\\""x\\\"":0.6778,\\\""y\\\"":0.3987,\\\""t\\\"":35},{\\\""x\\\"":0.6604,\\\""y\\\"":0.3815,\\\""t\\\"":41},{\\\""x\\\"":0.6414,\\\""y\\\"":0.3612,\\\""t\\\"":48},{\\\""x\\\"":0.6403,\\\""y\\\"":0.3592,\\\""t\\\"":49},{\\\""x\\\"":0.6382,\\\""y\\\"":0.3581,\\\""t\\\"":49},{\\\""x\\\"":0.6165,\\\""y\\\"":0.3358,\\\""t\\\"":55}]\"""""
304,10/23/2025 6:22.23.503,135,no_fb,0,136.0658,299,56,735,good_reach,"""\""[{\\\""x\\\"":0.7387,\\\""y\\\"":0.4686,\\\""t\\\"":0},{\\\""x\\\"":0.7321,\\\""y\\\"":0.4534,\\\""t\\\"":7},{\\\""x\\\"":0.7245,\\\""y\\\"":0.4372,\\\""t\\\"":14},{\\\""x\\\"":0.7137,\\\""y\\\"":0.4159,\\\""t\\\"":21},{\\\""x\\\"":0.699,\\\""y\\\"":0.3885,\\\""t\\\"":28},{\\\""x\\\"":0.6833,\\\""y\\\"":0.3601,\\\""t\\\"":35},{\\\""x\\\"":0.6648,\\\""y\\\"":0.3317,\\\""t\\\"":42},{\\\""x\\\"":0.6409,\\\""y\\\"":0.2952,\\\""t\\\"":49},{\\\""x\\\"":0.6371,\\\""y\\\"":0.2881,\\\""t\\\"":56},{\\\""x\\\"":0.6361,\\\""y\\\"":0.286,\\\""t\\\"":56}]\"""""
305,10/23/2025 6:22.25.16,145,no_fb,0,162.729,243,42,527,good_reach,"""\""[{\\\""x\\\"":0.7241,\\\""y\\\"":0.4855,\\\""t\\\"":1},{\\\""x\\\"":0.7122,\\\""y\\\"":0.4795,\\\""t\\\"":8},{\\\""x\\\"":0.6888,\\\""y\\\"":0.4683,\\\""t\\\"":14},{\\\""x\\\"":0.666,\\\""y\\\"":0.4541,\\\""t\\\"":22},{\\\""x\\\"":0.6373,\\\""y\\\"":0.4379,\\\""t\\\"":28},{\\\""x\\\"":0.6052,\\\""y\\\"":0.4176,\\\""t\\\"":35}]\"""""
306,10/23/2025 6:22.26.503,130,no_fb,0,142.1718,236,49,500,good_reach,"""\""[{\\\""x\\\"":0.7353,\\\""y\\\"":0.4625,\\\""t\\\"":0},{\\\""x\\\"":0.7244,\\\""y\\\"":0.4463,\\\""t\\\"":7},{\\\""x\\\"":0.7087,\\\""y\\\"":0.423,\\\""t\\\"":14},{\\\""x\\\"":0.6902,\\\""y\\\"":0.3966,\\\""t\\\"":21},{\\\""x\\\"":0.6696,\\\""y\\\"":0.3702,\\\""t\\\"":28},{\\\""x\\\"":0.6419,\\\""y\\\"":0.3347,\\\""t\\\"":35},{\\\""x\\\"":0.6159,\\\""y\\\"":0.3023,\\\""t\\\"":42}]\"""""
307,10/23/2025 6:22.28.17,145,no_fb,0,167.5323,205,49,558,good_reach,"""\""[{\\\""x\\\"":0.7311,\\\""y\\\"":0.4897,\\\""t\\\"":0},{\\\""x\\\"":0.7203,\\\""y\\\"":0.4866,\\\""t\\\"":7},{\\\""x\\\"":0.7024,\\\""y\\\"":0.4826,\\\""t\\\"":14},{\\\""x\\\"":0.6834,\\\""y\\\"":0.4775,\\\""t\\\"":21},{\\\""x\\\"":0.6573,\\\""y\\\"":0.4694,\\\""t\\\"":28},{\\\""x\\\"":0.628,\\\""y\\\"":0.4552,\\\""t\\\"":35},{\\\""x\\\"":0.5933,\\\""y\\\"":0.4389,\\\""t\\\"":42}]\"""""
308,10/23/2025 6:22.29.573,140,no_fb,0,147.0646,306,55,492,good_reach,"""\""[{\\\""x\\\"":0.7399,\\\""y\\\"":0.4708,\\\""t\\\"":0},{\\\""x\\\"":0.7285,\\\""y\\\"":0.4576,\\\""t\\\"":7},{\\\""x\\\"":0.7177,\\\""y\\\"":0.4434,\\\""t\\\"":14},{\\\""x\\\"":0.7057,\\\""y\\\"":0.4292,\\\""t\\\"":21},{\\\""x\\\"":0.6867,\\\""y\\\"":0.4089,\\\""t\\\"":28},{\\\""x\\\"":0.659,\\\""y\\\"":0.3785,\\\""t\\\"":34},{\\\""x\\\"":0.6417,\\\""y\\\"":0.3592,\\\""t\\\"":41},{\\\""x\\\"":0.6134,\\\""y\\\"":0.3298,\\\""t\\\"":48}]\"""""
309,10/23/2025 6:22.31.10,135,no_fb,0,141.0558,242,56,438,good_reach,"""\""[{\\\""x\\\"":0.732,\\\""y\\\"":0.4768,\\\""t\\\"":0},{\\\""x\\\"":0.725,\\\""y\\\"":0.4626,\\\""t\\\"":7},{\\\""x\\\"":0.7163,\\\""y\\\"":0.4464,\\\""t\\\"":14},{\\\""x\\\"":0.7038,\\\""y\\\"":0.4251,\\\""t\\\"":21},{\\\""x\\\"":0.6897,\\\""y\\\"":0.4008,\\\""t\\\"":28},{\\\""x\\\"":0.6886,\\\""y\\\"":0.3987,\\\""t\\\"":28},{\\\""x\\\"":0.687,\\\""y\\\"":0.3957,\\\""t\\\"":28},{\\\""x\\\"":0.6696,\\\""y\\\"":0.3693,\\\""t\\\"":35},{\\\""x\\\"":0.6484,\\\""y\\\"":0.3379,\\\""t\\\"":42},{\\\""x\\\"":0.6294,\\\""y\\\"":0.3105,\\\""t\\\"":49}]\"""""
310,10/23/2025 6:22.32.573,125,no_fb,0,135.1867,265,76,519,good_reach,"""\""[{\\\""x\\\"":0.7488,\\\""y\\\"":0.4668,\\\""t\\\"":0},{\\\""x\\\"":0.7444,\\\""y\\\"":0.4587,\\\""t\\\"":7},{\\\""x\\\"":0.7374,\\\""y\\\"":0.4445,\\\""t\\\"":14},{\\\""x\\\"":0.7308,\\\""y\\\"":0.4333,\\\""t\\\"":21},{\\\""x\\\"":0.7216,\\\""y\\\"":0.4151,\\\""t\\\"":28},{\\\""x\\\"":0.7162,\\\""y\\\"":0.4069,\\\""t\\\"":35},{\\\""x\\\"":0.701,\\\""y\\\"":0.3806,\\\""t\\\"":41},{\\\""x\\\"":0.6912,\\\""y\\\"":0.3643,\\\""t\\\"":48},{\\\""x\\\"":0.676,\\\""y\\\"":0.34,\\\""t\\\"":55},{\\\""x\\\"":0.6614,\\\""y\\\"":0.3187,\\\""t\\\"":62},{\\\""x\\\"":0.6434,\\\""y\\\"":0.2913,\\\""t\\\"":69},{\\\""x\\\"":0.6375,\\\""y\\\"":0.2832,\\\""t\\\"":76},{\\\""x\\\"":0.6364,\\\""y\\\"":0.2812,\\\""t\\\"":76}]\"""""
311,10/23/2025 6:22.34.912,35,online_fb,110,309.4996,431,56,826,good_reach,"""\""[{\\\""x\\\"":0.2576,\\\""y\\\"":0.5294,\\\""t\\\"":0},{\\\""x\\\"":0.2662,\\\""y\\\"":0.4587,\\\""t\\\"":7},{\\\""x\\\"":0.2711,\\\""y\\\"":0.4424,\\\""t\\\"":14},{\\\""x\\\"":0.2783,\\\""y\\\"":0.4138,\\\""t\\\"":21},{\\\""x\\\"":0.2876,\\\""y\\\"":0.3816,\\\""t\\\"":28},{\\\""x\\\"":0.3015,\\\""y\\\"":0.3344,\\\""t\\\"":35},{\\\""x\\\"":0.3171,\\\""y\\\"":0.2838,\\\""t\\\"":42},{\\\""x\\\"":0.3352,\\\""y\\\"":0.2284,\\\""t\\\"":49}]\"""""
312,10/23/2025 6:22.36.420,40,online_fb,110,298.9862,176,77,539,good_reach,"""\""[{\\\""x\\\"":0.2586,\\\""y\\\"":0.5295,\\\""t\\\"":0},{\\\""x\\\"":0.2641,\\\""y\\\"":0.4711,\\\""t\\\"":7},{\\\""x\\\"":0.2672,\\\""y\\\"":0.4636,\\\""t\\\"":14},{\\\""x\\\"":0.2721,\\\""y\\\"":0.4527,\\\""t\\\"":21},{\\\""x\\\"":0.278,\\\""y\\\"":0.4389,\\\""t\\\"":28},{\\\""x\\\"":0.2843,\\\""y\\\"":0.4239,\\\""t\\\"":35},{\\\""x\\\"":0.2941,\\\""y\\\"":0.3999,\\\""t\\\"":42},{\\\""x\\\"":0.3054,\\\""y\\\"":0.3718,\\\""t\\\"":49},{\\\""x\\\"":0.3205,\\\""y\\\"":0.3367,\\\""t\\\"":56},{\\\""x\\\"":0.335,\\\""y\\\"":0.3074,\\\""t\\\"":63},{\\\""x\\\"":0.3574,\\\""y\\\"":0.2619,\\\""t\\\"":70}]\"""""
313,10/23/2025 6:22.37.760,50,online_fb,110,277.9869,175,63,400,good_reach,"""\""[{\\\""x\\\"":0.2589,\\\""y\\\"":0.5377,\\\""t\\\"":0},{\\\""x\\\"":0.2744,\\\""y\\\"":0.4613,\\\""t\\\"":8},{\\\""x\\\"":0.2825,\\\""y\\\"":0.4526,\\\""t\\\"":14},{\\\""x\\\"":0.293,\\\""y\\\"":0.4411,\\\""t\\\"":21},{\\\""x\\\"":0.3077,\\\""y\\\"":0.4279,\\\""t\\\"":28},{\\\""x\\\"":0.326,\\\""y\\\"":0.4122,\\\""t\\\"":35},{\\\""x\\\"":0.3452,\\\""y\\\"":0.3948,\\\""t\\\"":42},{\\\""x\\\"":0.3701,\\\""y\\\"":0.3746,\\\""t\\\"":49},{\\\""x\\\"":0.3903,\\\""y\\\"":0.3566,\\\""t\\\"":56},{\\\""x\\\"":0.3964,\\\""y\\\"":0.3524,\\\""t\\\"":63},{\\\""x\\\"":0.3958,\\\""y\\\"":0.355,\\\""t\\\"":63}]\"""""
314,10/23/2025 6:22.39.351,55,online_fb,110,41.6326,278,83,527,good_reach,"""\""[{\\\""x\\\"":0.2653,\\\""y\\\"":0.5127,\\\""t\\\"":0},{\\\""x\\\"":0.2452,\\\""y\\\"":0.462,\\\""t\\\"":7},{\\\""x\\\"":0.2365,\\\""y\\\"":0.4529,\\\""t\\\"":14},{\\\""x\\\"":0.2252,\\\""y\\\"":0.4422,\\\""t\\\"":20},{\\\""x\\\"":0.2151,\\\""y\\\"":0.4318,\\\""t\\\"":27},{\\\""x\\\"":0.203,\\\""y\\\"":0.4205,\\\""t\\\"":34},{\\\""x\\\"":0.1879,\\\""y\\\"":0.405,\\\""t\\\"":41},{\\\""x\\\"":0.1731,\\\""y\\\"":0.3913,\\\""t\\\"":48},{\\\""x\\\"":0.1541,\\\""y\\\"":0.374,\\\""t\\\"":55},{\\\""x\\\"":0.1442,\\\""y\\\"":0.3645,\\\""t\\\"":62},{\\\""x\\\"":0.1435,\\\""y\\\"":0.3671,\\\""t\\\"":62},{\\\""x\\\"":0.1379,\\\""y\\\"":0.3591,\\\""t\\\"":62},{\\\""x\\\"":0.118,\\\""y\\\"":0.3456,\\\""t\\\"":69},{\\\""x\\\"":0.1022,\\\""y\\\"":0.3391,\\\""t\\\"":76}]\"""""
315,10/23/2025 6:22.40.669,45,online_fb,110,283.2376,153,48,415,good_reach,"""\""[{\\\""x\\\"":0.2612,\\\""y\\\"":0.5285,\\\""t\\\"":0},{\\\""x\\\"":0.2718,\\\""y\\\"":0.4575,\\\""t\\\"":7},{\\\""x\\\"":0.2876,\\\""y\\\"":0.4403,\\\""t\\\"":14},{\\\""x\\\"":0.3074,\\\""y\\\"":0.4204,\\\""t\\\"":21},{\\\""x\\\"":0.3236,\\\""y\\\"":0.4061,\\\""t\\\"":28},{\\\""x\\\"":0.323,\\\""y\\\"":0.4087,\\\""t\\\"":28},{\\\""x\\\"":0.3301,\\\""y\\\"":0.4006,\\\""t\\\"":28},{\\\""x\\\"":0.3554,\\\""y\\\"":0.3737,\\\""t\\\"":34},{\\\""x\\\"":0.3747,\\\""y\\\"":0.3509,\\\""t\\\"":41}]\"""""
316,10/23/2025 6:22.42.203,40,online_fb,110,269.5737,206,62,565,good_reach,"""\""[{\\\""x\\\"":0.2448,\\\""y\\\"":0.5339,\\\""t\\\"":0},{\\\""x\\\"":0.2757,\\\""y\\\"":0.494,\\\""t\\\"":7},{\\\""x\\\"":0.2833,\\\""y\\\"":0.4888,\\\""t\\\"":13},{\\\""x\\\"":0.294,\\\""y\\\"":0.4816,\\\""t\\\"":20},{\\\""x\\\"":0.307,\\\""y\\\"":0.4738,\\\""t\\\"":27},{\\\""x\\\"":0.3253,\\\""y\\\"":0.4613,\\\""t\\\"":34},{\\\""x\\\"":0.3478,\\\""y\\\"":0.4461,\\\""t\\\"":41},{\\\""x\\\"":0.3752,\\\""y\\\"":0.4264,\\\""t\\\"":48},{\\\""x\\\"":0.4032,\\\""y\\\"":0.4041,\\\""t\\\"":55}]\"""""
317,10/23/2025 6:22.43.641,50,online_fb,110,310.5856,167,56,514,good_reach,"""\""[{\\\""x\\\"":0.2618,\\\""y\\\"":0.5219,\\\""t\\\"":0},{\\\""x\\\"":0.2601,\\\""y\\\"":0.461,\\\""t\\\"":7},{\\\""x\\\"":0.266,\\\""y\\\"":0.444,\\\""t\\\"":14},{\\\""x\\\"":0.2732,\\\""y\\\"":0.4218,\\\""t\\\"":21},{\\\""x\\\"":0.2816,\\\""y\\\"":0.3934,\\\""t\\\"":28},{\\\""x\\\"":0.2935,\\\""y\\\"":0.354,\\\""t\\\"":35},{\\\""x\\\"":0.3087,\\\""y\\\"":0.3016,\\\""t\\\"":42},{\\\""x\\\"":0.3271,\\\""y\\\"":0.2416,\\\""t\\\"":49}]\"""""
318,10/23/2025 6:22.45.72,55,online_fb,110,290.8706,150,62,517,good_reach,"""\""[{\\\""x\\\"":0.2607,\\\""y\\\"":0.5253,\\\""t\\\"":0},{\\\""x\\\"":0.2636,\\\""y\\\"":0.4661,\\\""t\\\"":7},{\\\""x\\\"":0.2719,\\\""y\\\"":0.4551,\\\""t\\\"":13},{\\\""x\\\"":0.2813,\\\""y\\\"":0.4444,\\\""t\\\"":20},{\\\""x\\\"":0.2962,\\\""y\\\"":0.4257,\\\""t\\\"":27},{\\\""x\\\"":0.3108,\\\""y\\\"":0.406,\\\""t\\\"":34},{\\\""x\\\"":0.3335,\\\""y\\\"":0.3743,\\\""t\\\"":41},{\\\""x\\\"":0.3555,\\\""y\\\"":0.3389,\\\""t\\\"":48},{\\\""x\\\"":0.3818,\\\""y\\\"":0.2929,\\\""t\\\"":55}]\"""""
319,10/23/2025 6:22.46.489,45,online_fb,110,312.0696,145,63,507,good_reach,"""\""[{\\\""x\\\"":0.2572,\\\""y\\\"":0.5287,\\\""t\\\"":0},{\\\""x\\\"":0.2639,\\\""y\\\"":0.4666,\\\""t\\\"":7},{\\\""x\\\"":0.2676,\\\""y\\\"":0.4501,\\\""t\\\"":14},{\\\""x\\\"":0.2727,\\\""y\\\"":0.4315,\\\""t\\\"":21},{\\\""x\\\"":0.2797,\\\""y\\\"":0.4084,\\\""t\\\"":28},{\\\""x\\\"":0.2908,\\\""y\\\"":0.3706,\\\""t\\\"":35},{\\\""x\\\"":0.3029,\\\""y\\\"":0.3289,\\\""t\\\"":42},{\\\""x\\\"":0.3191,\\\""y\\\"":0.2726,\\\""t\\\"":49},{\\\""x\\\"":0.3356,\\\""y\\\"":0.2117,\\\""t\\\"":56}]\"""""
320,10/23/2025 6:22.47.913,35,online_fb,110,264.9983,96,69,557,good_reach,"""\""[{\\\""x\\\"":0.2494,\\\""y\\\"":0.5319,\\\""t\\\"":0},{\\\""x\\\"":0.2701,\\\""y\\\"":0.4865,\\\""t\\\"":7},{\\\""x\\\"":0.2757,\\\""y\\\"":0.4827,\\\""t\\\"":14},{\\\""x\\\"":0.2836,\\\""y\\\"":0.4784,\\\""t\\\"":21},{\\\""x\\\"":0.2954,\\\""y\\\"":0.4736,\\\""t\\\"":28},{\\\""x\\\"":0.3128,\\\""y\\\"":0.4683,\\\""t\\\"":35},{\\\""x\\\"":0.3304,\\\""y\\\"":0.4606,\\\""t\\\"":42},{\\\""x\\\"":0.3599,\\\""y\\\"":0.4492,\\\""t\\\"":48},{\\\""x\\\"":0.3845,\\\""y\\\"":0.4389,\\\""t\\\"":55},{\\\""x\\\"":0.415,\\\""y\\\"":0.4204,\\\""t\\\"":62}]\"""""
321,10/23/2025 6:22.49.287,40,online_fb,110,280.5696,139,69,465,good_reach,"""\""[{\\\""x\\\"":0.2654,\\\""y\\\"":0.5206,\\\""t\\\"":0},{\\\""x\\\"":0.261,\\\""y\\\"":0.4607,\\\""t\\\"":7},{\\\""x\\\"":0.2683,\\\""y\\\"":0.4536,\\\""t\\\"":14},{\\\""x\\\"":0.2776,\\\""y\\\"":0.4451,\\\""t\\\"":21},{\\\""x\\\"":0.289,\\\""y\\\"":0.4353,\\\""t\\\"":28},{\\\""x\\\"":0.3068,\\\""y\\\"":0.4199,\\\""t\\\"":35},{\\\""x\\\"":0.3233,\\\""y\\\"":0.4066,\\\""t\\\"":41},{\\\""x\\\"":0.3464,\\\""y\\\"":0.3832,\\\""t\\\"":48},{\\\""x\\\"":0.3724,\\\""y\\\"":0.3591,\\\""t\\\"":55},{\\\""x\\\"":0.3991,\\\""y\\\"":0.3334,\\\""t\\\"":62}]\"""""
322,10/23/2025 6:22.50.677,50,online_fb,110,302.6943,106,69,513,good_reach,"""\""[{\\\""x\\\"":0.2659,\\\""y\\\"":0.5259,\\\""t\\\"":0},{\\\""x\\\"":0.2615,\\\""y\\\"":0.4508,\\\""t\\\"":7},{\\\""x\\\"":0.2658,\\\""y\\\"":0.4371,\\\""t\\\"":14},{\\\""x\\\"":0.2729,\\\""y\\\"":0.4204,\\\""t\\\"":21},{\\\""x\\\"":0.2812,\\\""y\\\"":0.4007,\\\""t\\\"":28},{\\\""x\\\"":0.2904,\\\""y\\\"":0.3826,\\\""t\\\"":34},{\\\""x\\\"":0.308,\\\""y\\\"":0.3457,\\\""t\\\"":41},{\\\""x\\\"":0.3202,\\\""y\\\"":0.3191,\\\""t\\\"":48},{\\\""x\\\"":0.3364,\\\""y\\\"":0.2865,\\\""t\\\"":55},{\\\""x\\\"":0.3535,\\\""y\\\"":0.2468,\\\""t\\\"":62}]\"""""
323,10/23/2025 6:22.52.89,35,online_fb,110,267.042,59,118,531,good_reach,"""\""[{\\\""x\\\"":0.2511,\\\""y\\\"":0.531,\\\""t\\\"":0},{\\\""x\\\"":0.266,\\\""y\\\"":0.4858,\\\""t\\\"":7},{\\\""x\\\"":0.2674,\\\""y\\\"":0.4838,\\\""t\\\"":14},{\\\""x\\\"":0.2692,\\\""y\\\"":0.4815,\\\""t\\\"":21},{\\\""x\\\"":0.2709,\\\""y\\\"":0.4782,\\\""t\\\"":28},{\\\""x\\\"":0.2746,\\\""y\\\"":0.4735,\\\""t\\\"":35},{\\\""x\\\"":0.278,\\\""y\\\"":0.4701,\\\""t\\\"":41},{\\\""x\\\"":0.2836,\\\""y\\\"":0.4663,\\\""t\\\"":48},{\\\""x\\\"":0.2908,\\\""y\\\"":0.4614,\\\""t\\\"":55},{\\\""x\\\"":0.2991,\\\""y\\\"":0.4568,\\\""t\\\"":62},{\\\""x\\\"":0.3097,\\\""y\\\"":0.4518,\\\""t\\\"":69},{\\\""x\\\"":0.3266,\\\""y\\\"":0.4436,\\\""t\\\"":76},{\\\""x\\\"":0.3436,\\\""y\\\"":0.4363,\\\""t\\\"":83},{\\\""x\\\"":0.3646,\\\""y\\\"":0.4285,\\\""t\\\"":90},{\\\""x\\\"":0.3856,\\\""y\\\"":0.4175,\\\""t\\\"":97},{\\\""x\\\"":0.4013,\\\""y\\\"":0.409,\\\""t\\\"":104},{\\\""x\\\"":0.4178,\\\""y\\\"":0.402,\\\""t\\\"":111}]\"""""
324,10/23/2025 6:22.53.704,45,online_fb,110,284.1487,165,70,679,good_reach,"""\""[{\\\""x\\\"":0.2621,\\\""y\\\"":0.5298,\\\""t\\\"":0},{\\\""x\\\"":0.2669,\\\""y\\\"":0.4612,\\\""t\\\"":7},{\\\""x\\\"":0.2745,\\\""y\\\"":0.4496,\\\""t\\\"":14},{\\\""x\\\"":0.2827,\\\""y\\\"":0.4386,\\\""t\\\"":21},{\\\""x\\\"":0.2936,\\\""y\\\"":0.4236,\\\""t\\\"":28},{\\\""x\\\"":0.309,\\\""y\\\"":0.4013,\\\""t\\\"":35},{\\\""x\\\"":0.3249,\\\""y\\\"":0.3796,\\\""t\\\"":42},{\\\""x\\\"":0.3405,\\\""y\\\"":0.3615,\\\""t\\\"":49},{\\\""x\\\"":0.3638,\\\""y\\\"":0.3359,\\\""t\\\"":56},{\\\""x\\\"":0.3865,\\\""y\\\"":0.3161,\\\""t\\\"":63}]\"""""
325,10/23/2025 6:22.54.954,55,online_fb,110,284.1922,177,70,301,good_reach,"""\""[{\\\""x\\\"":0.2495,\\\""y\\\"":0.5327,\\\""t\\\"":0},{\\\""x\\\"":0.2721,\\\""y\\\"":0.4795,\\\""t\\\"":7},{\\\""x\\\"":0.2783,\\\""y\\\"":0.4667,\\\""t\\\"":14},{\\\""x\\\"":0.2886,\\\""y\\\"":0.4511,\\\""t\\\"":21},{\\\""x\\\"":0.2989,\\\""y\\\"":0.4333,\\\""t\\\"":28},{\\\""x\\\"":0.3119,\\\""y\\\"":0.4137,\\\""t\\\"":35},{\\\""x\\\"":0.3262,\\\""y\\\"":0.3953,\\\""t\\\"":42},{\\\""x\\\"":0.3449,\\\""y\\\"":0.3728,\\\""t\\\"":49},{\\\""x\\\"":0.3625,\\\""y\\\"":0.3533,\\\""t\\\"":56},{\\\""x\\\"":0.3814,\\\""y\\\"":0.3318,\\\""t\\\"":63}]\"""""
326,10/23/2025 6:22.56.259,50,online_fb,110,314.1894,23,62,518,good_reach,"""\""[{\\\""x\\\"":0.2625,\\\""y\\\"":0.52,\\\""t\\\"":0},{\\\""x\\\"":0.2579,\\\""y\\\"":0.4644,\\\""t\\\"":7},{\\\""x\\\"":0.2616,\\\""y\\\"":0.4565,\\\""t\\\"":14},{\\\""x\\\"":0.2652,\\\""y\\\"":0.4422,\\\""t\\\"":21},{\\\""x\\\"":0.2704,\\\""y\\\"":0.4246,\\\""t\\\"":28},{\\\""x\\\"":0.278,\\\""y\\\"":0.3957,\\\""t\\\"":35},{\\\""x\\\"":0.2876,\\\""y\\\"":0.3557,\\\""t\\\"":42},{\\\""x\\\"":0.2991,\\\""y\\\"":0.3112,\\\""t\\\"":48},{\\\""x\\\"":0.3121,\\\""y\\\"":0.2592,\\\""t\\\"":55}]\"""""
327,10/23/2025 6:22.57.509,55,online_fb,110,275.3831,235,55,259,good_reach,"""\""[{\\\""x\\\"":0.2407,\\\""y\\\"":0.535,\\\""t\\\"":0},{\\\""x\\\"":0.279,\\\""y\\\"":0.4934,\\\""t\\\"":7},{\\\""x\\\"":0.2907,\\\""y\\\"":0.479,\\\""t\\\"":14},{\\\""x\\\"":0.3047,\\\""y\\\"":0.462,\\\""t\\\"":21},{\\\""x\\\"":0.3217,\\\""y\\\"":0.4428,\\\""t\\\"":28},{\\\""x\\\"":0.3426,\\\""y\\\"":0.4222,\\\""t\\\"":35},{\\\""x\\\"":0.3659,\\\""y\\\"":0.3998,\\\""t\\\"":41},{\\\""x\\\"":0.3893,\\\""y\\\"":0.3774,\\\""t\\\"":49}]\"""""
328,10/23/2025 6:22.58.996,45,online_fb,110,307.9733,139,55,591,good_reach,"""\""[{\\\""x\\\"":0.2644,\\\""y\\\"":0.5206,\\\""t\\\"":0},{\\\""x\\\"":0.2596,\\\""y\\\"":0.4562,\\\""t\\\"":7},{\\\""x\\\"":0.2644,\\\""y\\\"":0.4422,\\\""t\\\"":14},{\\\""x\\\"":0.272,\\\""y\\\"":0.4219,\\\""t\\\"":21},{\\\""x\\\"":0.2837,\\\""y\\\"":0.3902,\\\""t\\\"":28},{\\\""x\\\"":0.299,\\\""y\\\"":0.3474,\\\""t\\\"":35},{\\\""x\\\"":0.3175,\\\""y\\\"":0.2938,\\\""t\\\"":42},{\\\""x\\\"":0.3414,\\\""y\\\"":0.2236,\\\""t\\\"":48}]\"""""
329,10/23/2025 6:23.0.419,40,online_fb,110,298.4248,119,63,540,good_reach,"""\""[{\\\""x\\\"":0.2646,\\\""y\\\"":0.52,\\\""t\\\"":0},{\\\""x\\\"":0.2604,\\\""y\\\"":0.4563,\\\""t\\\"":7},{\\\""x\\\"":0.266,\\\""y\\\"":0.4439,\\\""t\\\"":14},{\\\""x\\\"":0.2771,\\\""y\\\"":0.4234,\\\""t\\\"":21},{\\\""x\\\"":0.2862,\\\""y\\\"":0.4021,\\\""t\\\"":28},{\\\""x\\\"":0.2984,\\\""y\\\"":0.3787,\\\""t\\\"":35},{\\\""x\\\"":0.3117,\\\""y\\\"":0.3523,\\\""t\\\"":42},{\\\""x\\\"":0.334,\\\""y\\\"":0.3124,\\\""t\\\"":49},{\\\""x\\\"":0.3549,\\\""y\\\"":0.2744,\\\""t\\\"":56}]\"""""
330,10/23/2025 6:23.1.905,35,online_fb,110,280.9411,189,62,533,good_reach,"""\""[{\\\""x\\\"":0.2568,\\\""y\\\"":0.5334,\\\""t\\\"":0},{\\\""x\\\"":0.2692,\\\""y\\\"":0.4712,\\\""t\\\"":7},{\\\""x\\\"":0.277,\\\""y\\\"":0.4638,\\\""t\\\"":14},{\\\""x\\\"":0.2839,\\\""y\\\"":0.4548,\\\""t\\\"":20},{\\\""x\\\"":0.2986,\\\""y\\\"":0.4383,\\\""t\\\"":27},{\\\""x\\\"":0.3138,\\\""y\\\"":0.4215,\\\""t\\\"":34},{\\\""x\\\"":0.3322,\\\""y\\\"":0.4003,\\\""t\\\"":41},{\\\""x\\\"":0.3562,\\\""y\\\"":0.3753,\\\""t\\\"":48},{\\\""x\\\"":0.3809,\\\""y\\\"":0.3478,\\\""t\\\"":55}]\"""""
331,10/23/2025 6:23.3.613,55,online_fb,110,299.2068,258,41,707,good_reach,"""\""[{\\\""x\\\"":0.248,\\\""y\\\"":0.5354,\\\""t\\\"":0},{\\\""x\\\"":0.2785,\\\""y\\\"":0.4716,\\\""t\\\"":7},{\\\""x\\\"":0.2933,\\\""y\\\"":0.4378,\\\""t\\\"":14},{\\\""x\\\"":0.3068,\\\""y\\\"":0.4037,\\\""t\\\"":21},{\\\""x\\\"":0.3274,\\\""y\\\"":0.352,\\\""t\\\"":28},{\\\""x\\\"":0.3472,\\\""y\\\"":0.2996,\\\""t\\\"":35}]\"""""
