trialNum,currentDate,target_angle,trial_type,rotation,hand_fb_angle,rt,mt,search_time,reach_feedback,movement_trajectory
81,10/23/2025 6:16.38.905,145,no_fb,0,142.1237,196,70,518,good_reach,"""\""[{\\\""x\\\"":0.7371,\\\""y\\\"":0.4712,\\\""t\\\"":0},{\\\""x\\\"":0.7311,\\\""y\\\"":0.461,\\\""t\\\"":8},{\\\""x\\\"":0.723,\\\""y\\\"":0.4489,\\\""t\\\"":15},{\\\""x\\\"":0.7143,\\\""y\\\"":0.4367,\\\""t\\\"":21},{\\\""x\\\"":0.7067,\\\""y\\\"":0.4245,\\\""t\\\"":28},{\\\""x\\\"":0.6926,\\\""y\\\"":0.4063,\\\""t\\\"":35},{\\\""x\\\"":0.679,\\\""y\\\"":0.387,\\\""t\\\"":42},{\\\""x\\\"":0.6649,\\\""y\\\"":0.3687,\\\""t\\\"":49},{\\\""x\\\"":0.6459,\\\""y\\\"":0.3434,\\\""t\\\"":56},{\\\""x\\\"":0.6263,\\\""y\\\"":0.317,\\\""t\\\"":63}]\"""""
82,10/23/2025 6:16.40.474,135,no_fb,0,129.5793,268,76,523,good_reach,"""\""[{\\\""x\\\"":0.7349,\\\""y\\\"":0.4825,\\\""t\\\"":0},{\\\""x\\\"":0.7316,\\\""y\\\"":0.4754,\\\""t\\\"":7},{\\\""x\\\"":0.7267,\\\""y\\\"":0.4642,\\\""t\\\"":14},{\\\""x\\\"":0.7208,\\\""y\\\"":0.451,\\\""t\\\"":21},{\\\""x\\\"":0.7143,\\\""y\\\"":0.4358,\\\""t\\\"":28},{\\\""x\\\"":0.7115,\\\""y\\\"":0.4277,\\\""t\\\"":35},{\\\""x\\\"":0.7105,\\\""y\\\"":0.4257,\\\""t\\\"":35},{\\\""x\\\"":0.7072,\\\""y\\\"":0.4186,\\\""t\\\"":35},{\\\""x\\\"":0.6974,\\\""y\\\"":0.3942,\\\""t\\\"":42},{\\\""x\\\"":0.6849,\\\""y\\\"":0.3648,\\\""t\\\"":49},{\\\""x\\\"":0.6714,\\\""y\\\"":0.3323,\\\""t\\\"":55},{\\\""x\\\"":0.6562,\\\""y\\\"":0.2958,\\\""t\\\"":62},{\\\""x\\\"":0.6399,\\\""y\\\"":0.2563,\\\""t\\\"":69}]\"""""
83,10/23/2025 6:16.42.20,130,no_fb,0,130.7302,267,70,503,good_reach,"""\""[{\\\""x\\\"":0.7405,\\\""y\\\"":0.47,\\\""t\\\"":1},{\\\""x\\\"":0.7345,\\\""y\\\"":0.4588,\\\""t\\\"":8},{\\\""x\\\"":0.7253,\\\""y\\\"":0.4416,\\\""t\\\"":15},{\\\""x\\\"":0.7177,\\\""y\\\"":0.4294,\\\""t\\\"":21},{\\\""x\\\"":0.7085,\\\""y\\\"":0.4122,\\\""t\\\"":28},{\\\""x\\\"":0.7014,\\\""y\\\"":0.398,\\\""t\\\"":35},{\\\""x\\\"":0.7003,\\\""y\\\"":0.396,\\\""t\\\"":35},{\\\""x\\\"":0.6987,\\\""y\\\"":0.3919,\\\""t\\\"":35},{\\\""x\\\"":0.6867,\\\""y\\\"":0.3676,\\\""t\\\"":42},{\\\""x\\\"":0.6759,\\\""y\\\"":0.3442,\\\""t\\\"":49},{\\\""x\\\"":0.6618,\\\""y\\\"":0.3128,\\\""t\\\"":56},{\\\""x\\\"":0.646,\\\""y\\\"":0.2773,\\\""t\\\"":63}]\"""""
84,10/23/2025 6:16.43.450,125,no_fb,0,117.3092,273,77,367,good_reach,"""\""[{\\\""x\\\"":0.7446,\\\""y\\\"":0.4682,\\\""t\\\"":0},{\\\""x\\\"":0.7419,\\\""y\\\"":0.4611,\\\""t\\\"":7},{\\\""x\\\"":0.7381,\\\""y\\\"":0.451,\\\""t\\\"":14},{\\\""x\\\"":0.7332,\\\""y\\\"":0.4368,\\\""t\\\"":21},{\\\""x\\\"":0.7267,\\\""y\\\"":0.4185,\\\""t\\\"":28},{\\\""x\\\"":0.7191,\\\""y\\\"":0.3982,\\\""t\\\"":35},{\\\""x\\\"":0.712,\\\""y\\\"":0.3759,\\\""t\\\"":42},{\\\""x\\\"":0.7055,\\\""y\\\"":0.3536,\\\""t\\\"":49},{\\\""x\\\"":0.7044,\\\""y\\\"":0.3516,\\\""t\\\"":49},{\\\""x\\\"":0.7028,\\\""y\\\"":0.3435,\\\""t\\\"":49},{\\\""x\\\"":0.6925,\\\""y\\\"":0.307,\\\""t\\\"":56},{\\\""x\\\"":0.6811,\\\""y\\\"":0.2644,\\\""t\\\"":63},{\\\""x\\\"":0.6718,\\\""y\\\"":0.2248,\\\""t\\\"":70}]\"""""
85,10/23/2025 6:16.44.891,140,no_fb,0,144.5575,268,90,382,good_reach,"""\""[{\\\""x\\\"":0.7388,\\\""y\\\"":0.4718,\\\""t\\\"":0},{\\\""x\\\"":0.7345,\\\""y\\\"":0.4678,\\\""t\\\"":7},{\\\""x\\\"":0.7291,\\\""y\\\"":0.4627,\\\""t\\\"":14},{\\\""x\\\"":0.7231,\\\""y\\\"":0.4556,\\\""t\\\"":20},{\\\""x\\\"":0.7155,\\\""y\\\"":0.4475,\\\""t\\\"":27},{\\\""x\\\"":0.7074,\\\""y\\\"":0.4373,\\\""t\\\"":34},{\\\""x\\\"":0.6981,\\\""y\\\"":0.4272,\\\""t\\\"":41},{\\\""x\\\"":0.6862,\\\""y\\\"":0.414,\\\""t\\\"":48},{\\\""x\\\"":0.6732,\\\""y\\\"":0.3978,\\\""t\\\"":55},{\\\""x\\\"":0.6569,\\\""y\\\"":0.3785,\\\""t\\\"":62},{\\\""x\\\"":0.6428,\\\""y\\\"":0.3613,\\\""t\\\"":69},{\\\""x\\\"":0.6276,\\\""y\\\"":0.341,\\\""t\\\"":76},{\\\""x\\\"":0.6059,\\\""y\\\"":0.3106,\\\""t\\\"":83}]\"""""
86,10/23/2025 6:16.46.585,125,no_fb,0,115.7585,285,76,631,good_reach,"""\""[{\\\""x\\\"":0.7391,\\\""y\\\"":0.4725,\\\""t\\\"":0},{\\\""x\\\"":0.7353,\\\""y\\\"":0.4624,\\\""t\\\"":7},{\\\""x\\\"":0.7304,\\\""y\\\"":0.4462,\\\""t\\\"":14},{\\\""x\\\"":0.7293,\\\""y\\\"":0.4441,\\\""t\\\"":21},{\\\""x\\\"":0.7282,\\\""y\\\"":0.4421,\\\""t\\\"":21},{\\\""x\\\"":0.725,\\\""y\\\"":0.4299,\\\""t\\\"":21},{\\\""x\\\"":0.7179,\\\""y\\\"":0.4066,\\\""t\\\"":28},{\\\""x\\\"":0.7125,\\\""y\\\"":0.3853,\\\""t\\\"":35},{\\\""x\\\"":0.7049,\\\""y\\\"":0.3559,\\\""t\\\"":42},{\\\""x\\\"":0.6973,\\\""y\\\"":0.3244,\\\""t\\\"":49},{\\\""x\\\"":0.6886,\\\""y\\\"":0.2879,\\\""t\\\"":55},{\\\""x\\\"":0.6799,\\\""y\\\"":0.2474,\\\""t\\\"":62},{\\\""x\\\"":0.6712,\\\""y\\\"":0.2058,\\\""t\\\"":69}]\"""""
87,10/23/2025 6:16.47.967,130,no_fb,0,123.2974,278,83,320,good_reach,"""\""[{\\\""x\\\"":0.7437,\\\""y\\\"":0.4697,\\\""t\\\"":0},{\\\""x\\\"":0.7393,\\\""y\\\"":0.4606,\\\""t\\\"":7},{\\\""x\\\"":0.7345,\\\""y\\\"":0.4494,\\\""t\\\"":14},{\\\""x\\\"":0.7285,\\\""y\\\"":0.4342,\\\""t\\\"":21},{\\\""x\\\"":0.7231,\\\""y\\\"":0.42,\\\""t\\\"":28},{\\\""x\\\"":0.716,\\\""y\\\"":0.4028,\\\""t\\\"":35},{\\\""x\\\"":0.7084,\\\""y\\\"":0.3835,\\\""t\\\"":42},{\\\""x\\\"":0.6981,\\\""y\\\"":0.3561,\\\""t\\\"":49},{\\\""x\\\"":0.6894,\\\""y\\\"":0.3318,\\\""t\\\"":55},{\\\""x\\\"":0.6775,\\\""y\\\"":0.2983,\\\""t\\\"":62},{\\\""x\\\"":0.6661,\\\""y\\\"":0.2638,\\\""t\\\"":69},{\\\""x\\\"":0.6557,\\\""y\\\"":0.2334,\\\""t\\\"":76},{\\\""x\\\"":0.6547,\\\""y\\\"":0.2314,\\\""t\\\"":76},{\\\""x\\\"":0.6536,\\\""y\\\"":0.2283,\\\""t\\\"":76}]\"""""
88,10/23/2025 6:16.49.551,145,no_fb,0,147.5246,287,63,533,good_reach,"""\""[{\\\""x\\\"":0.7373,\\\""y\\\"":0.4697,\\\""t\\\"":0},{\\\""x\\\"":0.7269,\\\""y\\\"":0.4585,\\\""t\\\"":7},{\\\""x\\\"":0.7177,\\\""y\\\"":0.4494,\\\""t\\\"":14},{\\\""x\\\"":0.7031,\\\""y\\\"":0.4342,\\\""t\\\"":21},{\\\""x\\\"":0.69,\\\""y\\\"":0.42,\\\""t\\\"":28},{\\\""x\\\"":0.6716,\\\""y\\\"":0.3997,\\\""t\\\"":35},{\\\""x\\\"":0.6526,\\\""y\\\"":0.3784,\\\""t\\\"":42},{\\\""x\\\"":0.6292,\\\""y\\\"":0.353,\\\""t\\\"":49},{\\\""x\\\"":0.6086,\\\""y\\\"":0.3287,\\\""t\\\"":56}]\"""""
89,10/23/2025 6:16.50.936,135,no_fb,0,127.0142,255,77,341,good_reach,"""\""[{\\\""x\\\"":0.7407,\\\""y\\\"":0.4718,\\\""t\\\"":0},{\\\""x\\\"":0.7369,\\\""y\\\"":0.4647,\\\""t\\\"":7},{\\\""x\\\"":0.732,\\\""y\\\"":0.4546,\\\""t\\\"":14},{\\\""x\\\"":0.7261,\\\""y\\\"":0.4414,\\\""t\\\"":21},{\\\""x\\\"":0.7195,\\\""y\\\"":0.4262,\\\""t\\\"":28},{\\\""x\\\"":0.7141,\\\""y\\\"":0.413,\\\""t\\\"":35},{\\\""x\\\"":0.713,\\\""y\\\"":0.411,\\\""t\\\"":35},{\\\""x\\\"":0.7114,\\\""y\\\"":0.4069,\\\""t\\\"":35},{\\\""x\\\"":0.7027,\\\""y\\\"":0.3866,\\\""t\\\"":42},{\\\""x\\\"":0.6935,\\\""y\\\"":0.3623,\\\""t\\\"":49},{\\\""x\\\"":0.6815,\\\""y\\\"":0.3319,\\\""t\\\"":56},{\\\""x\\\"":0.668,\\\""y\\\"":0.2984,\\\""t\\\"":63},{\\\""x\\\"":0.6549,\\\""y\\\"":0.2659,\\\""t\\\"":70}]\"""""
90,10/23/2025 6:16.52.440,140,no_fb,0,128.0623,252,55,495,good_reach,"""\""[{\\\""x\\\"":0.7343,\\\""y\\\"":0.4734,\\\""t\\\"":0},{\\\""x\\\"":0.7294,\\\""y\\\"":0.4612,\\\""t\\\"":7},{\\\""x\\\"":0.7223,\\\""y\\\"":0.446,\\\""t\\\"":14},{\\\""x\\\"":0.7147,\\\""y\\\"":0.4257,\\\""t\\\"":21},{\\\""x\\\"":0.7017,\\\""y\\\"":0.3963,\\\""t\\\"":28},{\\\""x\\\"":0.6892,\\\""y\\\"":0.3649,\\\""t\\\"":35},{\\\""x\\\"":0.6751,\\\""y\\\"":0.3283,\\\""t\\\"":41},{\\\""x\\\"":0.6588,\\\""y\\\"":0.2858,\\\""t\\\"":48}]\"""""
91,10/23/2025 6:16.54.495,40,online_fb,0,39.2384,229,55,1070,good_reach,"""\""[{\\\""x\\\"":0.2544,\\\""y\\\"":0.4679,\\\""t\\\"":0},{\\\""x\\\"":0.2615,\\\""y\\\"":0.4588,\\\""t\\\"":6},{\\\""x\\\"":0.2772,\\\""y\\\"":0.4385,\\\""t\\\"":13},{\\\""x\\\"":0.294,\\\""y\\\"":0.4142,\\\""t\\\"":20},{\\\""x\\\"":0.312,\\\""y\\\"":0.3898,\\\""t\\\"":27},{\\\""x\\\"":0.3272,\\\""y\\\"":0.3685,\\\""t\\\"":34},{\\\""x\\\"":0.3261,\\\""y\\\"":0.3665,\\\""t\\\"":34},{\\\""x\\\"":0.3299,\\\""y\\\"":0.3635,\\\""t\\\"":34},{\\\""x\\\"":0.3527,\\\""y\\\"":0.333,\\\""t\\\"":41},{\\\""x\\\"":0.3798,\\\""y\\\"":0.2975,\\\""t\\\"":48}]\"""""
92,10/23/2025 6:16.55.911,35,online_fb,0,30.8927,122,84,510,good_reach,"""\""[{\\\""x\\\"":0.2658,\\\""y\\\"":0.4854,\\\""t\\\"":0},{\\\""x\\\"":0.2701,\\\""y\\\"":0.4804,\\\""t\\\"":7},{\\\""x\\\"":0.2766,\\\""y\\\"":0.4722,\\\""t\\\"":14},{\\\""x\\\"":0.2815,\\\""y\\\"":0.4651,\\\""t\\\"":21},{\\\""x\\\"":0.2831,\\\""y\\\"":0.4621,\\\""t\\\"":28},{\\\""x\\\"":0.2821,\\\""y\\\"":0.4601,\\\""t\\\"":28},{\\\""x\\\"":0.2897,\\\""y\\\"":0.452,\\\""t\\\"":28},{\\\""x\\\"":0.2967,\\\""y\\\"":0.4408,\\\""t\\\"":35},{\\\""x\\\"":0.3049,\\\""y\\\"":0.4276,\\\""t\\\"":42},{\\\""x\\\"":0.3173,\\\""y\\\"":0.4104,\\\""t\\\"":49},{\\\""x\\\"":0.3282,\\\""y\\\"":0.3962,\\\""t\\\"":56},{\\\""x\\\"":0.3439,\\\""y\\\"":0.3789,\\\""t\\\"":63},{\\\""x\\\"":0.3608,\\\""y\\\"":0.3627,\\\""t\\\"":70},{\\\""x\\\"":0.3819,\\\""y\\\"":0.3444,\\\""t\\\"":77}]\"""""
93,10/23/2025 6:16.57.634,45,online_fb,0,44.8215,240,97,677,good_reach,"""\""[{\\\""x\\\"":0.2544,\\\""y\\\"":0.4701,\\\""t\\\"":0},{\\\""x\\\"":0.2604,\\\""y\\\"":0.4619,\\\""t\\\"":7},{\\\""x\\\"":0.2669,\\\""y\\\"":0.4538,\\\""t\\\"":14},{\\\""x\\\"":0.2755,\\\""y\\\"":0.4427,\\\""t\\\"":20},{\\\""x\\\"":0.2842,\\\""y\\\"":0.4315,\\\""t\\\"":27},{\\\""x\\\"":0.2935,\\\""y\\\"":0.4204,\\\""t\\\"":34},{\\\""x\\\"":0.3059,\\\""y\\\"":0.4021,\\\""t\\\"":41},{\\\""x\\\"":0.3163,\\\""y\\\"":0.3859,\\\""t\\\"":48},{\\\""x\\\"":0.3271,\\\""y\\\"":0.3696,\\\""t\\\"":55},{\\\""x\\\"":0.3369,\\\""y\\\"":0.3514,\\\""t\\\"":62},{\\\""x\\\"":0.3429,\\\""y\\\"":0.3402,\\\""t\\\"":69},{\\\""x\\\"":0.3418,\\\""y\\\"":0.3382,\\\""t\\\"":69},{\\\""x\\\"":0.3499,\\\""y\\\"":0.326,\\\""t\\\"":69},{\\\""x\\\"":0.3581,\\\""y\\\"":0.3088,\\\""t\\\"":76},{\\\""x\\\"":0.3673,\\\""y\\\"":0.2895,\\\""t\\\"":83},{\\\""x\\\"":0.376,\\\""y\\\"":0.2702,\\\""t\\\"":90}]\"""""
94,10/23/2025 6:16.59.279,55,online_fb,0,37.9821,236,49,659,good_reach,"""\""[{\\\""x\\\"":0.2682,\\\""y\\\"":0.472,\\\""t\\\"":0},{\\\""x\\\"":0.2851,\\\""y\\\"":0.4527,\\\""t\\\"":7},{\\\""x\\\"":0.3019,\\\""y\\\"":0.4335,\\\""t\\\"":14},{\\\""x\\\"":0.3198,\\\""y\\\"":0.4111,\\\""t\\\"":21},{\\\""x\\\"":0.3393,\\\""y\\\"":0.3848,\\\""t\\\"":28},{\\\""x\\\"":0.3611,\\\""y\\\"":0.3523,\\\""t\\\"":35},{\\\""x\\\"":0.3817,\\\""y\\\"":0.3168,\\\""t\\\"":42}]\"""""
95,10/23/2025 6:17.0.794,50,online_fb,0,44.1341,212,70,531,good_reach,"""\""[{\\\""x\\\"":0.2689,\\\""y\\\"":0.4792,\\\""t\\\"":0},{\\\""x\\\"":0.2781,\\\""y\\\"":0.4661,\\\""t\\\"":7},{\\\""x\\\"":0.2884,\\\""y\\\"":0.4519,\\\""t\\\"":14},{\\\""x\\\"":0.2912,\\\""y\\\"":0.4468,\\\""t\\\"":21},{\\\""x\\\"":0.2901,\\\""y\\\"":0.4448,\\\""t\\\"":21},{\\\""x\\\"":0.2988,\\\""y\\\"":0.4356,\\\""t\\\"":21},{\\\""x\\\"":0.3118,\\\""y\\\"":0.4164,\\\""t\\\"":28},{\\\""x\\\"":0.3243,\\\""y\\\"":0.3961,\\\""t\\\"":35},{\\\""x\\\"":0.3362,\\\""y\\\"":0.3727,\\\""t\\\"":42},{\\\""x\\\"":0.3509,\\\""y\\\"":0.3443,\\\""t\\\"":49},{\\\""x\\\"":0.3644,\\\""y\\\"":0.3149,\\\""t\\\"":56},{\\\""x\\\"":0.3753,\\\""y\\\"":0.2835,\\\""t\\\"":63}]\"""""
96,10/23/2025 6:17.2.259,45,online_fb,0,41.5991,181,63,520,good_reach,"""\""[{\\\""x\\\"":0.2642,\\\""y\\\"":0.4795,\\\""t\\\"":0},{\\\""x\\\"":0.2696,\\\""y\\\"":0.4683,\\\""t\\\"":7},{\\\""x\\\"":0.2783,\\\""y\\\"":0.4521,\\\""t\\\"":14},{\\\""x\\\"":0.2875,\\\""y\\\"":0.4338,\\\""t\\\"":21},{\\\""x\\\"":0.3005,\\\""y\\\"":0.4075,\\\""t\\\"":28},{\\\""x\\\"":0.3157,\\\""y\\\"":0.3821,\\\""t\\\"":35},{\\\""x\\\"":0.3298,\\\""y\\\"":0.3578,\\\""t\\\"":42},{\\\""x\\\"":0.3515,\\\""y\\\"":0.3253,\\\""t\\\"":49},{\\\""x\\\"":0.3678,\\\""y\\\"":0.301,\\\""t\\\"":56}]\"""""
97,10/23/2025 6:17.4.273,50,online_fb,0,49.0543,4,507,495,too_slow,"""\""[{\\\""x\\\"":0.2339,\\\""y\\\"":0.4923,\\\""t\\\"":0},{\\\""x\\\"":0.2322,\\\""y\\\"":0.4893,\\\""t\\\"":14},{\\\""x\\\"":0.2322,\\\""y\\\"":0.4873,\\\""t\\\"":29},{\\\""x\\\"":0.2317,\\\""y\\\"":0.4863,\\\""t\\\"":42},{\\\""x\\\"":0.2322,\\\""y\\\"":0.4873,\\\""t\\\"":195},{\\\""x\\\"":0.2328,\\\""y\\\"":0.4883,\\\""t\\\"":208},{\\\""x\\\"":0.2349,\\\""y\\\"":0.4913,\\\""t\\\"":222},{\\\""x\\\"":0.2366,\\\""y\\\"":0.4934,\\\""t\\\"":236},{\\\""x\\\"":0.2382,\\\""y\\\"":0.4964,\\\""t\\\"":250},{\\\""x\\\"":0.2387,\\\""y\\\"":0.4974,\\\""t\\\"":264},{\\\""x\\\"":0.2393,\\\""y\\\"":0.4974,\\\""t\\\"":333},{\\\""x\\\"":0.2404,\\\""y\\\"":0.4974,\\\""t\\\"":368},{\\\""x\\\"":0.2415,\\\""y\\\"":0.4974,\\\""t\\\"":422},{\\\""x\\\"":0.2431,\\\""y\\\"":0.4964,\\\""t\\\"":431},{\\\""x\\\"":0.2496,\\\""y\\\"":0.4873,\\\""t\\\"":445},{\\\""x\\\"":0.2626,\\\""y\\\"":0.4629,\\\""t\\\"":458},{\\\""x\\\"":0.2653,\\\""y\\\"":0.4508,\\\""t\\\"":465},{\\\""x\\\"":0.2854,\\\""y\\\"":0.4112,\\\""t\\\"":472},{\\\""x\\\"":0.3136,\\\""y\\\"":0.3534,\\\""t\\\"":486},{\\\""x\\\"":0.3478,\\\""y\\\"":0.2854,\\\""t\\\"":500}]\"""""
98,10/23/2025 6:17.5.856,35,online_fb,0,28.9101,160,138,584,good_reach,"""\""[{\\\""x\\\"":0.2657,\\\""y\\\"":0.49,\\\""t\\\"":0},{\\\""x\\\"":0.2662,\\\""y\\\"":0.49,\\\""t\\\"":10},{\\\""x\\\"":0.2662,\\\""y\\\"":0.4889,\\\""t\\\"":13},{\\\""x\\\"":0.2662,\\\""y\\\"":0.4879,\\\""t\\\"":20},{\\\""x\\\"":0.2667,\\\""y\\\"":0.4879,\\\""t\\\"":27},{\\\""x\\\"":0.2689,\\\""y\\\"":0.4849,\\\""t\\\"":41},{\\\""x\\\"":0.2678,\\\""y\\\"":0.4829,\\\""t\\\"":41},{\\\""x\\\"":0.2695,\\\""y\\\"":0.4839,\\\""t\\\"":41},{\\\""x\\\"":0.2722,\\\""y\\\"":0.4818,\\\""t\\\"":48},{\\\""x\\\"":0.276,\\\""y\\\"":0.4778,\\\""t\\\"":55},{\\\""x\\\"":0.2809,\\\""y\\\"":0.4727,\\\""t\\\"":62},{\\\""x\\\"":0.2879,\\\""y\\\"":0.4656,\\\""t\\\"":68},{\\\""x\\\"":0.2971,\\\""y\\\"":0.4565,\\\""t\\\"":75},{\\\""x\\\"":0.3075,\\\""y\\\"":0.4463,\\\""t\\\"":82},{\\\""x\\\"":0.3161,\\\""y\\\"":0.4372,\\\""t\\\"":89},{\\\""x\\\"":0.34,\\\""y\\\"":0.4129,\\\""t\\\"":103},{\\\""x\\\"":0.3547,\\\""y\\\"":0.3977,\\\""t\\\"":110},{\\\""x\\\"":0.372,\\\""y\\\"":0.3794,\\\""t\\\"":117},{\\\""x\\\"":0.3872,\\\""y\\\"":0.3642,\\\""t\\\"":124},{\\\""x\\\"":0.4019,\\\""y\\\"":0.3469,\\\""t\\\"":131}]\"""""
99,10/23/2025 6:17.7.280,55,online_fb,0,49.2843,99,90,533,good_reach,"""\""[{\\\""x\\\"":0.2676,\\\""y\\\"":0.5018,\\\""t\\\"":0},{\\\""x\\\"":0.2725,\\\""y\\\"":0.4957,\\\""t\\\"":6},{\\\""x\\\"":0.2785,\\\""y\\\"":0.4876,\\\""t\\\"":14},{\\\""x\\\"":0.2855,\\\""y\\\"":0.4785,\\\""t\\\"":20},{\\\""x\\\"":0.2926,\\\""y\\\"":0.4663,\\\""t\\\"":28},{\\\""x\\\"":0.2996,\\\""y\\\"":0.4531,\\\""t\\\"":35},{\\\""x\\\"":0.3089,\\\""y\\\"":0.4359,\\\""t\\\"":41},{\\\""x\\\"":0.3181,\\\""y\\\"":0.4156,\\\""t\\\"":48},{\\\""x\\\"":0.3257,\\\""y\\\"":0.3983,\\\""t\\\"":55},{\\\""x\\\"":0.3355,\\\""y\\\"":0.373,\\\""t\\\"":62},{\\\""x\\\"":0.3458,\\\""y\\\"":0.3415,\\\""t\\\"":69},{\\\""x\\\"":0.3561,\\\""y\\\"":0.3081,\\\""t\\\"":76},{\\\""x\\\"":0.368,\\\""y\\\"":0.2594,\\\""t\\\"":83}]\"""""
100,10/23/2025 6:17.8.745,40,online_fb,0,24.7187,157,144,463,good_reach,"""\""[{\\\""x\\\"":0.2543,\\\""y\\\"":0.5297,\\\""t\\\"":0},{\\\""x\\\"":0.2549,\\\""y\\\"":0.5297,\\\""t\\\"":5},{\\\""x\\\"":0.2554,\\\""y\\\"":0.5297,\\\""t\\\"":12},{\\\""x\\\"":0.257,\\\""y\\\"":0.5297,\\\""t\\\"":19},{\\\""x\\\"":0.2592,\\\""y\\\"":0.5297,\\\""t\\\"":26},{\\\""x\\\"":0.2614,\\\""y\\\"":0.5297,\\\""t\\\"":33},{\\\""x\\\"":0.2646,\\\""y\\\"":0.5297,\\\""t\\\"":40},{\\\""x\\\"":0.2695,\\\""y\\\"":0.5287,\\\""t\\\"":47},{\\\""x\\\"":0.2744,\\\""y\\\"":0.5276,\\\""t\\\"":53},{\\\""x\\\"":0.2798,\\\""y\\\"":0.5256,\\\""t\\\"":60},{\\\""x\\\"":0.295,\\\""y\\\"":0.5195,\\\""t\\\"":74},{\\\""x\\\"":0.3032,\\\""y\\\"":0.5145,\\\""t\\\"":81},{\\\""x\\\"":0.314,\\\""y\\\"":0.5074,\\\""t\\\"":88},{\\\""x\\\"":0.3249,\\\""y\\\"":0.4962,\\\""t\\\"":95},{\\\""x\\\"":0.3363,\\\""y\\\"":0.484,\\\""t\\\"":102},{\\\""x\\\"":0.3531,\\\""y\\\"":0.4627,\\\""t\\\"":109},{\\\""x\\\"":0.3656,\\\""y\\\"":0.4445,\\\""t\\\"":116},{\\\""x\\\"":0.3797,\\\""y\\\"":0.4242,\\\""t\\\"":123},{\\\""x\\\"":0.396,\\\""y\\\"":0.3988,\\\""t\\\"":130},{\\\""x\\\"":0.4079,\\\""y\\\"":0.3785,\\\""t\\\"":137}]\"""""
101,10/23/2025 6:17.10.169,50,online_fb,0,56.5054,181,55,486,good_reach,"""\""[{\\\""x\\\"":0.267,\\\""y\\\"":0.4861,\\\""t\\\"":0},{\\\""x\\\"":0.2659,\\\""y\\\"":0.4841,\\\""t\\\"":0},{\\\""x\\\"":0.2697,\\\""y\\\"":0.477,\\\""t\\\"":0},{\\\""x\\\"":0.2773,\\\""y\\\"":0.4506,\\\""t\\\"":7},{\\\""x\\\"":0.2849,\\\""y\\\"":0.4253,\\\""t\\\"":14},{\\\""x\\\"":0.2941,\\\""y\\\"":0.3888,\\\""t\\\"":21},{\\\""x\\\"":0.305,\\\""y\\\"":0.3482,\\\""t\\\"":28},{\\\""x\\\"":0.3164,\\\""y\\\"":0.3097,\\\""t\\\"":35},{\\\""x\\\"":0.3283,\\\""y\\\"":0.2721,\\\""t\\\"":41},{\\\""x\\\"":0.3457,\\\""y\\\"":0.2255,\\\""t\\\"":48}]\"""""
102,10/23/2025 6:17.11.674,45,online_fb,0,45.83,102,90,613,good_reach,"""\""[{\\\""x\\\"":0.2669,\\\""y\\\"":0.5011,\\\""t\\\"":0},{\\\""x\\\"":0.2696,\\\""y\\\"":0.4961,\\\""t\\\"":7},{\\\""x\\\"":0.2734,\\\""y\\\"":0.49,\\\""t\\\"":14},{\\\""x\\\"":0.2772,\\\""y\\\"":0.4829,\\\""t\\\"":21},{\\\""x\\\"":0.2826,\\\""y\\\"":0.4707,\\\""t\\\"":28},{\\\""x\\\"":0.2897,\\\""y\\\"":0.4555,\\\""t\\\"":35},{\\\""x\\\"":0.2967,\\\""y\\\"":0.4393,\\\""t\\\"":42},{\\\""x\\\"":0.3038,\\\""y\\\"":0.422,\\\""t\\\"":49},{\\\""x\\\"":0.3146,\\\""y\\\"":0.3977,\\\""t\\\"":56},{\\\""x\\\"":0.325,\\\""y\\\"":0.3734,\\\""t\\\"":62},{\\\""x\\\"":0.3347,\\\""y\\\"":0.347,\\\""t\\\"":69},{\\\""x\\\"":0.3478,\\\""y\\\"":0.3166,\\\""t\\\"":76},{\\\""x\\\"":0.3613,\\\""y\\\"":0.2851,\\\""t\\\"":83}]\"""""
103,10/23/2025 6:17.13.133,55,online_fb,0,45.1762,133,91,534,good_reach,"""\""[{\\\""x\\\"":0.2684,\\\""y\\\"":0.4985,\\\""t\\\"":0},{\\\""x\\\"":0.2722,\\\""y\\\"":0.4924,\\\""t\\\"":7},{\\\""x\\\"":0.2765,\\\""y\\\"":0.4863,\\\""t\\\"":14},{\\\""x\\\"":0.2809,\\\""y\\\"":0.4792,\\\""t\\\"":21},{\\\""x\\\"":0.2879,\\\""y\\\"":0.4681,\\\""t\\\"":28},{\\\""x\\\"":0.2944,\\\""y\\\"":0.4549,\\\""t\\\"":35},{\\\""x\\\"":0.3031,\\\""y\\\"":0.4397,\\\""t\\\"":42},{\\\""x\\\"":0.3124,\\\""y\\\"":0.4214,\\\""t\\\"":49},{\\\""x\\\"":0.3254,\\\""y\\\"":0.395,\\\""t\\\"":56},{\\\""x\\\"":0.3379,\\\""y\\\"":0.3666,\\\""t\\\"":63},{\\\""x\\\"":0.3493,\\\""y\\\"":0.3382,\\\""t\\\"":70},{\\\""x\\\"":0.3514,\\\""y\\\"":0.3352,\\\""t\\\"":77},{\\\""x\\\"":0.3504,\\\""y\\\"":0.3332,\\\""t\\\"":77},{\\\""x\\\"":0.3628,\\\""y\\\"":0.3068,\\\""t\\\"":77},{\\\""x\\\"":0.3764,\\\""y\\\"":0.2723,\\\""t\\\"":84}]\"""""
